Symbol,SignalDate,TradeStartDate,ExpireDate,Score,BreakoutLevel,Target,TargetReturnPct,Stop,CupLowDate,LeftRimDate,RightRimDate,HandleLowDate,CupDepthPct,HandleDepthPctOfCup,CandidateJson,HandleCupVolumeRatio,WeeklyVolumeCondition
AMGN,2010-01-01,2010-01-04,2010-01-06,72.65,38.88,50.63,30.22,36.33,2009-04-24,2008-11-07,2009-12-04,2009-12-18,28.02,21.49,"{""score"": 72.65, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 44, ""bottom_idx"": 68, ""right_rim_idx"": 100, ""handle_low_idx"": 102, ""last_idx"": 104, ""left_rim_date"": ""2008-11-07"", ""bottom_date"": ""2009-04-24"", ""right_rim_date"": ""2009-12-04"", ""handle_low_date"": ""2009-12-18"", ""last_date"": ""2010-01-01"", ""left_rim_price"": 41.93, ""bottom_price"": 30.18, ""right_rim_price"": 38.86, ""handle_low_price"": 36.33, ""last_close"": 37.98, ""cup_depth_pct"": 28.02, ""handle_depth_pct_of_cup"": 21.49, ""right_rim_gap_pct"": 7.33, ""cup_width_weeks"": 56, ""handle_width_weeks"": 4, ""breakout_level"": 38.88, ""projected_target"": 50.63, ""volume_note"": ""handle avg volume 0.56x cup avg; latest week 0.53x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}",0.56,PASS: handle avg volume <= 1.05x cup avg
NKE,2010-01-01,2010-01-04,2010-01-06,72.61,13.44,19.21,42.93,12.41,2009-03-13,2008-09-26,2009-10-23,2009-11-06,43.16,15.81,"{""score"": 72.61, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 38, ""bottom_idx"": 62, ""right_rim_idx"": 94, ""handle_low_idx"": 96, ""last_idx"": 104, ""left_rim_date"": ""2008-09-26"", ""bottom_date"": ""2009-03-13"", ""right_rim_date"": ""2009-10-23"", ""handle_low_date"": ""2009-11-06"", ""last_date"": ""2010-01-01"", ""left_rim_price"": 13.39, ""bottom_price"": 7.61, ""right_rim_price"": 13.33, ""handle_low_price"": 12.41, ""last_close"": 13.32, ""cup_depth_pct"": 43.16, ""handle_depth_pct_of_cup"": 15.81, ""right_rim_gap_pct"": 0.48, ""cup_width_weeks"": 56, ""handle_width_weeks"": 10, ""breakout_level"": 13.44, ""projected_target"": 19.21, ""volume_note"": ""handle avg volume 0.58x cup avg; latest week 0.56x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}",0.58,PASS: handle avg volume <= 1.05x cup avg
ABT,2010-01-01,2010-01-04,2010-01-06,72.53,18.38,24.06,30.9,17.7,2009-05-01,2008-09-19,2009-12-04,2009-12-11,29.52,11.94,"{""score"": 72.53, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 37, ""bottom_idx"": 69, ""right_rim_idx"": 100, ""handle_low_idx"": 101, ""last_idx"": 104, ""left_rim_date"": ""2008-09-19"", ""bottom_date"": ""2009-05-01"", ""right_rim_date"": ""2009-12-04"", ""handle_low_date"": ""2009-12-11"", ""last_date"": ""2010-01-01"", ""left_rim_price"": 19.25, ""bottom_price"": 13.57, ""right_rim_price"": 18.38, ""handle_low_price"": 17.7, ""last_close"": 18.05, ""cup_depth_pct"": 29.52, ""handle_depth_pct_of_cup"": 11.94, ""right_rim_gap_pct"": 4.53, ""cup_width_weeks"": 63, ""handle_width_weeks"": 4, ""breakout_level"": 18.38, ""projected_target"": 24.06, ""volume_note"": ""handle avg volume 0.53x cup avg; latest week 0.62x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}",0.53,PASS: handle avg volume <= 1.05x cup avg
KO,2010-01-01,2010-01-04,2010-01-06,72.32,18.05,23.79,31.8,15.89,2009-03-06,2008-08-15,2009-10-23,2009-10-30,34.35,14.64,"{""score"": 72.32, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 32, ""bottom_idx"": 61, ""right_rim_idx"": 94, ""handle_low_idx"": 95, ""last_idx"": 104, ""left_rim_date"": ""2008-08-15"", ""bottom_date"": ""2009-03-06"", ""right_rim_date"": ""2009-10-23"", ""handle_low_date"": ""2009-10-30"", ""last_date"": ""2010-01-01"", ""left_rim_price"": 16.13, ""bottom_price"": 10.98, ""right_rim_price"": 16.73, ""handle_low_price"": 15.89, ""last_close"": 17.3, ""cup_depth_pct"": 34.35, ""handle_depth_pct_of_cup"": 14.64, ""right_rim_gap_pct"": 3.6, ""cup_width_weeks"": 62, ""handle_width_weeks"": 10, ""breakout_level"": 18.05, ""projected_target"": 23.79, ""volume_note"": ""handle avg volume 0.67x cup avg; latest week 0.46x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""no weekly close above the handle/rim resistance yet""]}",0.67,PASS: handle avg volume <= 1.05x cup avg
CHRW,2010-01-01,2010-01-04,2010-01-06,70.52,42.42,59.37,39.96,37.53,2009-03-06,2008-07-25,2009-10-23,2009-11-06,39.97,28.83,"{""score"": 70.52, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 29, ""bottom_idx"": 61, ""right_rim_idx"": 94, ""handle_low_idx"": 96, ""last_idx"": 104, ""left_rim_date"": ""2008-07-25"", ""bottom_date"": ""2009-03-06"", ""right_rim_date"": ""2009-10-23"", ""handle_low_date"": ""2009-11-06"", ""last_date"": ""2010-01-01"", ""left_rim_price"": 39.45, ""bottom_price"": 25.46, ""right_rim_price"": 42.42, ""handle_low_price"": 37.53, ""last_close"": 40.56, ""cup_depth_pct"": 39.97, ""handle_depth_pct_of_cup"": 28.83, ""right_rim_gap_pct"": 6.99, ""cup_width_weeks"": 65, ""handle_width_weeks"": 10, ""breakout_level"": 42.42, ""projected_target"": 59.37, ""volume_note"": ""handle avg volume 0.63x cup avg; latest week 0.42x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""no weekly close above the handle/rim resistance yet""]}",0.63,PASS: handle avg volume <= 1.05x cup avg
HRB,2010-01-01,2010-01-04,2010-01-06,70.46,12.42,17.38,39.94,9.77,2009-05-22,2009-01-09,2009-10-23,2009-11-06,40.52,20.69,"{""score"": 70.46, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 53, ""bottom_idx"": 72, ""right_rim_idx"": 94, ""handle_low_idx"": 96, ""last_idx"": 104, ""left_rim_date"": ""2009-01-09"", ""bottom_date"": ""2009-05-22"", ""right_rim_date"": ""2009-10-23"", ""handle_low_date"": ""2009-11-06"", ""last_date"": ""2010-01-01"", ""left_rim_price"": 12.23, ""bottom_price"": 7.28, ""right_rim_price"": 10.8, ""handle_low_price"": 9.77, ""last_close"": 12.3, ""cup_depth_pct"": 40.52, ""handle_depth_pct_of_cup"": 20.69, ""right_rim_gap_pct"": 11.75, ""cup_width_weeks"": 41, ""handle_width_weeks"": 10, ""breakout_level"": 12.42, ""projected_target"": 17.38, ""volume_note"": ""handle avg volume 0.68x cup avg; latest week 1.02x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}",0.68,PASS: handle avg volume <= 1.05x cup avg
SJM,2010-01-01,2010-01-04,2010-01-06,69.5,39.25,52.57,33.94,31.83,2009-03-06,2008-08-22,2009-10-23,2009-11-06,38.96,17.78,"{""score"": 69.5, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 33, ""bottom_idx"": 61, ""right_rim_idx"": 94, ""handle_low_idx"": 96, ""last_idx"": 104, ""left_rim_date"": ""2008-08-22"", ""bottom_date"": ""2009-03-06"", ""right_rim_date"": ""2009-10-23"", ""handle_low_date"": ""2009-11-06"", ""last_date"": ""2010-01-01"", ""left_rim_price"": 31.11, ""bottom_price"": 20.88, ""right_rim_price"": 34.2, ""handle_low_price"": 31.83, ""last_close"": 38.65, ""cup_depth_pct"": 38.96, ""handle_depth_pct_of_cup"": 17.78, ""right_rim_gap_pct"": 9.05, ""cup_width_weeks"": 61, ""handle_width_weeks"": 10, ""breakout_level"": 39.25, ""projected_target"": 52.57, ""volume_note"": ""handle avg volume 0.64x cup avg; latest week 0.51x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""no weekly close above the handle/rim resistance yet""]}",0.64,PASS: handle avg volume <= 1.05x cup avg
MKC,2010-01-01,2010-01-04,2010-01-06,67.5,13.16,17.7,34.5,12.65,2009-03-27,2008-08-08,2009-12-11,2009-12-18,31.25,11.2,"{""score"": 67.5, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 31, ""bottom_idx"": 64, ""right_rim_idx"": 101, ""handle_low_idx"": 102, ""last_idx"": 104, ""left_rim_date"": ""2008-08-08"", ""bottom_date"": ""2009-03-27"", ""right_rim_date"": ""2009-12-11"", ""handle_low_date"": ""2009-12-18"", ""last_date"": ""2010-01-01"", ""left_rim_price"": 14.51, ""bottom_price"": 9.98, ""right_rim_price"": 13.16, ""handle_low_price"": 12.65, ""last_close"": 13.02, ""cup_depth_pct"": 31.25, ""handle_depth_pct_of_cup"": 11.2, ""right_rim_gap_pct"": 9.3, ""cup_width_weeks"": 70, ""handle_width_weeks"": 3, ""breakout_level"": 13.16, ""projected_target"": 17.7, ""volume_note"": ""handle avg volume 0.45x cup avg; latest week 0.69x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}",0.45,PASS: handle avg volume <= 1.05x cup avg
SNA,2010-01-01,2010-01-04,2010-01-06,66.04,30.33,39.69,30.86,24.81,2009-07-10,2009-04-24,2009-11-13,2009-12-04,34.57,24.19,"{""score"": 66.04, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 68, ""bottom_idx"": 79, ""right_rim_idx"": 97, ""handle_low_idx"": 100, ""last_idx"": 104, ""left_rim_date"": ""2009-04-24"", ""bottom_date"": ""2009-07-10"", ""right_rim_date"": ""2009-11-13"", ""handle_low_date"": ""2009-12-04"", ""last_date"": ""2010-01-01"", ""left_rim_price"": 24.09, ""bottom_price"": 17.71, ""right_rim_price"": 27.07, ""handle_low_price"": 24.81, ""last_close"": 29.21, ""cup_depth_pct"": 34.57, ""handle_depth_pct_of_cup"": 24.19, ""right_rim_gap_pct"": 11.0, ""cup_width_weeks"": 29, ""handle_width_weeks"": 7, ""breakout_level"": 30.33, ""projected_target"": 39.69, ""volume_note"": ""handle avg volume 0.57x cup avg; latest week 0.56x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""no weekly close above the handle/rim resistance yet""]}",0.57,PASS: handle avg volume <= 1.05x cup avg
UPS,2010-01-01,2010-01-04,2010-01-06,64.74,33.84,48.82,44.27,29.88,2009-03-13,2008-08-15,2009-10-23,2009-11-06,41.65,19.13,"{""score"": 64.74, ""status"": ""awaiting breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 32, ""bottom_idx"": 62, ""right_rim_idx"": 94, ""handle_low_idx"": 96, ""last_idx"": 104, ""left_rim_date"": ""2008-08-15"", ""bottom_date"": ""2009-03-13"", ""right_rim_date"": ""2009-10-23"", ""handle_low_date"": ""2009-11-06"", ""last_date"": ""2010-01-01"", ""left_rim_price"": 35.97, ""bottom_price"": 20.99, ""right_rim_price"": 32.75, ""handle_low_price"": 29.88, ""last_close"": 32.49, ""cup_depth_pct"": 41.65, ""handle_depth_pct_of_cup"": 19.13, ""right_rim_gap_pct"": 8.95, ""cup_width_weeks"": 62, ""handle_width_weeks"": 10, ""breakout_level"": 33.84, ""projected_target"": 48.82, ""volume_note"": ""handle avg volume 0.70x cup avg; latest week 0.47x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""right rim is modestly below the left rim"", ""no weekly close above the handle/rim resistance yet""]}",0.7,PASS: handle avg volume <= 1.05x cup avg
IFF,2010-01-01,2010-01-04,2010-01-06,64.64,29.35,41.88,42.69,27.58,2009-03-06,2008-08-22,2009-12-04,2009-12-04,42.71,14.13,"{""score"": 64.64, ""status"": ""near breakout"", ""scanner_bucket"": ""Cup and Handle Pattern in Force"", ""left_rim_idx"": 33, ""bottom_idx"": 61, ""right_rim_idx"": 100, ""handle_low_idx"": 100, ""last_idx"": 104, ""left_rim_date"": ""2008-08-22"", ""bottom_date"": ""2009-03-06"", ""right_rim_date"": ""2009-12-04"", ""handle_low_date"": ""2009-12-04"", ""last_date"": ""2010-01-01"", ""left_rim_price"": 28.41, ""bottom_price"": 16.82, ""right_rim_price"": 29.35, ""handle_low_price"": 27.58, ""last_close"": 28.53, ""cup_depth_pct"": 42.71, ""handle_depth_pct_of_cup"": 14.13, ""right_rim_gap_pct"": 3.22, ""cup_width_weeks"": 67, ""handle_width_weeks"": 4, ""breakout_level"": 29.35, ""projected_target"": 41.88, ""volume_note"": ""handle avg volume 0.52x cup avg; latest week 0.56x handle avg"", ""notes"": [""cup has a declining left side, rising right side, and rounded U-shape fit"", ""handle remains in upper half of the cup"", ""no weekly close above the handle/rim resistance yet""]}",0.52,PASS: handle avg volume <= 1.05x cup avg
