signal_date,execution_date,execution_type,action,symbol,units_after,price,drop_from_anchor_pct,from_symbol,to_symbol,units_before,reason
2011-03-24,2011-03-24,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,0.8704,,,,3.0,price rebounded 5% from DCA low
2011-03-24,2011-03-24,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,0.8704,-23.12,,,,
2011-03-25,2011-03-25,signal_close_after_hours_proxy,BUY_EXTRA_2,SOXL,3.0,0.8631,-23.76,,,,
2011-03-31,2011-03-31,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,0.8711,,,,3.0,extra shares max holding days 5
2011-03-31,2011-03-31,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,0.8711,-23.05,,,,
2011-04-01,2011-04-01,signal_close_after_hours_proxy,BUY_EXTRA_2,SOXL,3.0,0.8407,-25.75,,,,
2011-04-04,2011-04-04,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,0.4192,,SOXL,TQQQ,3.0,
2011-05-23,2011-05-23,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,0.4081,-11.56,,,,
2011-05-31,2011-05-31,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,0.4388,,,,2.0,extra shares max holding days 5
2011-06-01,2011-06-01,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,0.4108,-10.99,,,,
2011-06-06,2011-06-06,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.3849,,,,2.0,selected_or_qqq risk off
2011-06-29,2011-06-29,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.3931,,,TQQQ,,
2011-07-14,2011-07-14,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,0.408,-10.41,,,,
2011-07-19,2011-07-19,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,0.4467,,,,2.0,price rebounded 5% from DCA low
2011-08-02,2011-08-02,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.3884,,,,1.0,selected_or_qqq risk off
2011-09-16,2011-09-16,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.3702,,,TQQQ,,
2011-09-21,2011-09-21,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.3473,,,,1.0,selected_or_qqq risk off
2011-10-10,2011-10-10,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.3509,,,TQQQ,,
2011-11-01,2011-11-01,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,0.3565,-12.32,,,,
2011-11-03,2011-11-03,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,0.3875,,,,2.0,price rebounded 5% from DCA low
2011-11-09,2011-11-09,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,0.3613,-11.13,,,,
2011-11-11,2011-11-11,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,0.38,,,,2.0,price rebounded 5% from DCA low
2011-11-17,2011-11-17,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.3413,,,,1.0,selected_or_qqq risk off
2011-11-30,2011-11-30,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.3472,,,TQQQ,,
2011-12-13,2011-12-13,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.3349,,,,1.0,selected_or_qqq risk off
2011-12-20,2011-12-20,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.3397,,,TQQQ,,
2011-12-21,2011-12-21,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.3255,,,,1.0,selected_or_qqq risk off
2011-12-22,2011-12-22,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.3335,,,TQQQ,,
2012-04-16,2012-04-16,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,0.5387,-11.95,,,,
2012-04-17,2012-04-17,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,0.5705,,,,2.0,price rebounded 5% from DCA low
2012-04-19,2012-04-19,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,0.548,-10.43,,,,
2012-04-25,2012-04-25,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,0.5604,,,,2.0,price rebounded 5% from DCA low
2012-05-04,2012-05-04,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,0.5164,-15.6,,,,
2012-05-11,2012-05-11,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,0.5029,,,,2.0,extra shares max holding days 5
2012-05-11,2012-05-11,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,0.5029,-17.81,,,,
2012-05-14,2012-05-14,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,0.489,-20.08,,,,
2012-05-18,2012-05-18,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.4271,,,,3.0,selected_or_qqq risk off
2012-05-21,2012-05-21,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.4631,,,TQQQ,,
2012-06-01,2012-06-01,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.4164,,,,1.0,selected_or_qqq risk off
2012-06-06,2012-06-06,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.4607,,,TQQQ,,
2012-06-25,2012-06-25,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,0.4518,-10.27,,,,
2012-06-29,2012-06-29,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,0.4962,,,,2.0,price rebounded 5% from DCA low
2012-07-12,2012-07-12,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.4567,,,,1.0,selected_or_qqq risk off
2012-07-13,2012-07-13,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.4766,,,TQQQ,,
2012-07-25,2012-07-25,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.4565,,,,1.0,selected_or_qqq risk off
2012-07-26,2012-07-26,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.4744,,,TQQQ,,
2012-10-09,2012-10-09,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,0.5642,-12.7,,,,
2012-10-16,2012-10-16,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,0.5878,,,,2.0,extra shares max holding days 5
2012-10-18,2012-10-18,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,0.566,-12.42,,,,
2012-10-23,2012-10-23,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.5176,,,,2.0,selected_or_qqq risk off
2012-11-01,2012-11-01,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.5293,,,TQQQ,,
2012-11-02,2012-11-02,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.5099,,,,1.0,selected_or_qqq risk off
2012-11-05,2012-11-05,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.5224,,,TQQQ,,
2012-11-07,2012-11-07,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.4879,,,,1.0,selected_or_qqq risk off
2012-11-28,2012-11-28,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.5169,,,TQQQ,,
2012-12-05,2012-12-05,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.502,,,,1.0,selected_or_qqq risk off
2012-12-06,2012-12-06,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.5112,,,TQQQ,,
2012-12-07,2012-12-07,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.5025,,,,1.0,selected_or_qqq risk off
2012-12-11,2012-12-11,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.5265,,,TQQQ,,
2012-12-14,2012-12-14,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.4966,,,,1.0,selected_or_qqq risk off
2012-12-17,2012-12-17,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.516,,,TQQQ,,
2012-12-26,2012-12-26,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,0.4995,,,,1.0,selected_or_qqq risk off
2012-12-31,2012-12-31,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,0.5138,,,TQQQ,,
2013-02-04,2013-02-04,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,0.5076,,TQQQ,SOXL,1.0,
2013-02-21,2013-02-21,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,0.5146,-11.8,,,,
2013-02-22,2013-02-22,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,0.5467,,,,2.0,price rebounded 5% from DCA low
2013-02-25,2013-02-25,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,0.5155,-11.65,,,,
2013-02-27,2013-02-27,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,0.5521,,,,2.0,price rebounded 5% from DCA low
2013-03-21,2013-03-21,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,0.5461,-10.67,,,,
2013-03-26,2013-03-26,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,0.5759,,,,2.0,price rebounded 5% from DCA low
2013-04-02,2013-04-02,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,0.5396,-11.73,,,,
2013-04-08,2013-04-08,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,0.5381,,,,2.0,price rebounded 5% from DCA low
2013-04-08,2013-04-08,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,0.5381,-11.98,,,,
2013-04-10,2013-04-10,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,0.5883,,,,2.0,price rebounded 5% from DCA low
2013-04-15,2013-04-15,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,0.5329,-12.83,,,,
2013-04-16,2013-04-16,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,0.5649,,,,2.0,price rebounded 5% from DCA low
2013-04-17,2013-04-17,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,0.5093,-16.7,,,,
2013-04-22,2013-04-22,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,0.5228,,,,2.0,price rebounded 5% from DCA low
2013-04-22,2013-04-22,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,0.5228,-14.49,,,,
2013-04-23,2013-04-23,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,0.5564,,,,2.0,price rebounded 5% from DCA low
2013-05-02,2013-05-02,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,0.6619,,SOXL,TQQQ,1.0,
2013-06-20,2013-06-20,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,0.6482,-13.45,,,,
2013-06-27,2013-06-27,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,0.657,,,,2.0,extra shares max holding days 5
2013-06-27,2013-06-27,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,0.657,-12.27,,,,
2013-07-02,2013-07-02,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,0.7081,,TQQQ,SOXL,2.0,
2013-07-24,2013-07-24,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,0.7372,-10.05,,,,
2013-07-31,2013-07-31,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,0.7527,,,,2.0,extra shares max holding days 5
2013-08-07,2013-08-07,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,0.7354,-10.27,,,,
2013-08-14,2013-08-14,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,0.7256,,,,2.0,extra shares max holding days 5
2013-08-14,2013-08-14,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,0.7256,-11.47,,,,
2013-08-21,2013-08-21,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,0.667,,,,2.0,extra shares max holding days 5
2013-08-21,2013-08-21,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,0.667,-18.62,,,,
2013-08-27,2013-08-27,signal_close_after_hours_proxy,BUY_EXTRA_2,SOXL,3.0,0.6343,-22.61,,,,
2013-08-28,2013-08-28,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,0.7768,,SOXL,TQQQ,3.0,
2013-08-29,2013-08-29,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,0.6802,,TQQQ,SOXL,1.0,
2013-09-04,2013-09-04,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,0.8167,,SOXL,TQQQ,1.0,
2013-10-09,2013-10-09,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,0.8281,-10.08,,,,
2013-10-10,2013-10-10,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,0.8807,,,,2.0,price rebounded 5% from DCA low
2014-01-29,2014-01-29,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.1034,-12.64,,,,
2014-01-30,2014-01-30,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.1616,,,,2.0,price rebounded 5% from DCA low
2014-02-03,2014-02-03,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.077,-14.73,,,,
2014-02-07,2014-02-07,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.1895,,,,2.0,price rebounded 5% from DCA low
2014-03-04,2014-03-04,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,1.2553,,TQQQ,SOXL,1.0,
2014-04-07,2014-04-07,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.2708,-10.97,,,,
2014-04-09,2014-04-09,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,1.3609,,,,2.0,price rebounded 5% from DCA low
2014-04-10,2014-04-10,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.2354,-13.44,,,,
2014-04-17,2014-04-17,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,1.2923,,,,2.0,extra shares max holding days 5
2014-04-25,2014-04-25,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.2464,-12.68,,,,
2014-05-02,2014-05-02,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,1.2661,,,,2.0,extra shares max holding days 5
2014-05-02,2014-05-02,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.2661,-11.3,,,,
2014-05-09,2014-05-09,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,1.2747,,,,2.0,extra shares max holding days 5
2014-05-09,2014-05-09,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.2747,-10.69,,,,
2014-05-12,2014-05-12,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,1.3437,,,,2.0,price rebounded 5% from DCA low
2014-05-14,2014-05-14,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.2805,-10.29,,,,
2014-05-19,2014-05-19,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,1.3129,,,,2.0,price rebounded 5% from DCA low
2014-07-24,2014-07-24,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.6537,-10.6,,,,
2014-07-31,2014-07-31,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,1.4799,,,,2.0,extra shares max holding days 5
2014-07-31,2014-07-31,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.4799,-20.0,,,,
2014-08-04,2014-08-04,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,1.5431,,SOXL,TQQQ,2.0,
2014-10-07,2014-10-07,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.6015,-10.44,,,,
2014-10-08,2014-10-08,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.694,,,,2.0,price rebounded 5% from DCA low
2014-10-10,2014-10-10,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.4891,-16.72,,,,
2014-10-13,2014-10-13,signal_close_after_hours_proxy,BUY_EXTRA_2,TQQQ,3.0,1.4194,-20.62,,,,
2014-10-15,2014-10-15,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,1.3916,,,,3.0,selected_or_qqq risk off
2014-10-17,2014-10-17,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,1.4236,,,TQQQ,,
2014-12-15,2014-12-15,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.8359,-12.24,,,,
2014-12-17,2014-12-17,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.8385,,,,2.0,price rebounded 5% from DCA low
2014-12-17,2014-12-17,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.8385,-12.12,,,,
2014-12-18,2014-12-18,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.9733,,,,2.0,price rebounded 5% from DCA low
2015-01-05,2015-01-05,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.8327,-12.4,,,,
2015-01-08,2015-01-08,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.9319,,,,2.0,price rebounded 5% from DCA low
2015-01-12,2015-01-12,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.8346,-12.3,,,,
2015-01-20,2015-01-20,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.8346,,,,2.0,extra shares max holding days 5
2015-01-20,2015-01-20,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.8346,-12.3,,,,
2015-01-22,2015-01-22,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,1.9665,,,,2.0,price rebounded 5% from DCA low
2015-01-27,2015-01-27,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,1.8223,-12.89,,,,
2015-02-03,2015-02-03,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,1.8516,,TQQQ,SOXL,2.0,
2015-03-10,2015-03-10,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.1449,-13.08,,,,
2015-03-16,2015-03-16,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,2.3019,,,,2.0,price rebounded 5% from DCA low
2015-03-25,2015-03-25,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.9788,-19.81,,,,
2015-03-26,2015-03-26,signal_close_after_hours_proxy,BUY_EXTRA_2,SOXL,3.0,1.8972,-23.12,,,,
2015-03-27,2015-03-27,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,2.053,,,,3.0,price rebounded 5% from DCA low
2015-03-27,2015-03-27,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.053,-16.81,,,,
2015-04-02,2015-04-02,signal_close_after_hours_proxy,RESET_ON_ROTATION,,,2.0139,,SOXL,TQQQ,2.0,
2015-05-06,2015-05-06,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.0934,-10.17,,,,
2015-05-08,2015-05-08,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,2.2074,,,,2.0,price rebounded 5% from DCA low
2015-06-29,2015-06-29,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.0884,-10.9,,,,
2015-07-07,2015-07-07,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,2.1563,,,,2.0,extra shares max holding days 5
2015-07-08,2015-07-08,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,2.0483,,,,1.0,selected_or_qqq risk off
2015-07-10,2015-07-10,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,2.1373,,,TQQQ,,
2015-08-11,2015-08-11,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.2743,-10.1,,,,
2015-08-18,2015-08-18,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,2.3152,,,,2.0,extra shares max holding days 5
2015-08-19,2015-08-19,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.2717,-10.2,,,,
2015-08-20,2015-08-20,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,2.0846,,,,2.0,selected_or_qqq risk off
2015-10-15,2015-10-15,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,2.0459,,,TQQQ,,
2015-11-13,2015-11-13,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.1575,-13.05,,,,
2015-11-18,2015-11-18,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,2.3845,,,,2.0,price rebounded 5% from DCA low
2015-12-11,2015-12-11,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.1958,-11.51,,,,
2015-12-16,2015-12-16,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,2.3841,,,,2.0,price rebounded 5% from DCA low
2015-12-18,2015-12-18,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.1593,-12.98,,,,
2015-12-23,2015-12-23,signal_close_after_hours_proxy,SELL_EXTRAS,TQQQ,1.0,2.3174,,,,2.0,price rebounded 5% from DCA low
2016-01-04,2016-01-04,signal_close_after_hours_proxy,BUY_EXTRA_1,TQQQ,2.0,2.1297,-14.17,,,,
2016-01-06,2016-01-06,signal_close_after_hours_proxy,EXIT_TO_CASH,TQQQ,,2.0541,,,,2.0,selected_or_qqq risk off
2016-03-04,2016-03-04,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,1.4621,,,SOXL,,
2016-03-08,2016-03-08,signal_close_after_hours_proxy,EXIT_TO_CASH,SOXL,,1.3777,,,,1.0,selected_or_qqq risk off
2016-03-10,2016-03-10,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,1.4305,,,SOXL,,
2016-04-29,2016-04-29,signal_close_after_hours_proxy,EXIT_TO_CASH,SOXL,,1.4075,,,,1.0,selected_or_qqq risk off
2016-05-20,2016-05-20,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,1.5318,,,SOXL,,
2016-06-24,2016-06-24,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,1.5895,-16.88,,,,
2016-06-27,2016-06-27,signal_close_after_hours_proxy,EXIT_TO_CASH,SOXL,,1.4002,,,,2.0,selected_or_qqq risk off
2016-06-28,2016-06-28,signal_close_after_hours_proxy,ENTER_FROM_CASH,,,1.5124,,,SOXL,,
2016-09-09,2016-09-09,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.289,-14.56,,,,
2016-09-12,2016-09-12,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,2.4261,,,,2.0,price rebounded 5% from DCA low
2016-09-13,2016-09-13,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.3557,-12.07,,,,
2016-09-15,2016-09-15,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,2.5905,,,,2.0,price rebounded 5% from DCA low
2016-10-13,2016-10-13,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.5838,-12.49,,,,
2016-10-20,2016-10-20,signal_close_after_hours_proxy,SELL_EXTRAS,SOXL,1.0,2.7142,,,,2.0,extra shares max holding days 5
2016-11-02,2016-11-02,signal_close_after_hours_proxy,BUY_EXTRA_1,SOXL,2.0,2.6445,-10.44,,,,
