rank_drawdown_first,variant,account_mode,anchor_mode,add1_drop_pct,add2_drop_pct,sell_mode,sell_param_pct,max_extra_days,net_return_pct,cagr_pct,max_drawdown_pct,sharpe,dca_trade_events,rotation_resets,max_units,extra_exposure_days_pct,base_rotation_return_pct,base_rotation_max_drawdown_pct,soxl_only_return_pct,soxl_only_max_drawdown_pct,beats_base_return,reduces_base_drawdown,reduces_soxl_only_drawdown
2969,margin_3x; anchor=entry; add at 10%/15%; sell=rebound_from_low 15%; max_extra_days=20,margin_3x,entry,10.0,15.0,rebound_from_low,15.0,20,1406505.49,82.33,-78.4,1.17,56,123,3,2.55,775116.8,-79.24,41069.8,-66.18,True,True,False
2970,margin_3x; anchor=entry; add at 10%/15%; sell=rebound_from_low 15%; max_extra_days=40,margin_3x,entry,10.0,15.0,rebound_from_low,15.0,40,1406505.49,82.33,-78.4,1.17,56,123,3,2.55,775116.8,-79.24,41069.8,-66.18,True,True,False
2971,margin_3x; anchor=entry; add at 10%/15%; sell=rebound_from_low 15%; max_extra_days=63,margin_3x,entry,10.0,15.0,rebound_from_low,15.0,63,1406505.49,82.33,-78.4,1.17,56,123,3,2.55,775116.8,-79.24,41069.8,-66.18,True,True,False
2972,margin_3x; anchor=entry; add at 10%/15%; sell=extra_profit 15%; max_extra_days=5,margin_3x,entry,10.0,15.0,extra_profit,15.0,5,1283466.08,81.29,-78.4,1.16,64,123,3,2.38,775116.8,-79.24,41069.8,-66.18,True,True,False
2973,margin_3x; anchor=entry; add at 10%/15%; sell=recover_to_anchor 0%; max_extra_days=5,margin_3x,entry,10.0,15.0,recover_to_anchor,0.0,5,1229837.05,80.8,-78.4,1.16,64,123,3,2.35,775116.8,-79.24,41069.8,-66.18,True,True,False
2974,margin_3x; anchor=entry; add at 10%/20%; sell=extra_profit 15%; max_extra_days=10,margin_3x,entry,10.0,20.0,extra_profit,15.0,10,1502825.28,83.1,-78.64,1.18,51,123,3,2.65,775116.8,-79.24,41069.8,-66.18,True,True,False
2975,margin_3x; anchor=entry; add at 10%/30%; sell=extra_profit 15%; max_extra_days=10,margin_3x,entry,10.0,30.0,extra_profit,15.0,10,1502825.28,83.1,-78.64,1.18,49,123,3,2.65,775116.8,-79.24,41069.8,-66.18,True,True,False
2976,margin_3x; anchor=entry; add at 10%/40%; sell=extra_profit 15%; max_extra_days=10,margin_3x,entry,10.0,40.0,extra_profit,15.0,10,1502825.28,83.1,-78.64,1.18,48,123,2,2.65,775116.8,-79.24,41069.8,-66.18,True,True,False
2977,margin_3x; anchor=entry; add at 10%/20%; sell=recover_to_anchor 0%; max_extra_days=10,margin_3x,entry,10.0,20.0,recover_to_anchor,0.0,10,1440031.15,82.6,-78.64,1.18,51,123,3,2.62,775116.8,-79.24,41069.8,-66.18,True,True,False
2978,margin_3x; anchor=entry; add at 10%/30%; sell=recover_to_anchor 0%; max_extra_days=10,margin_3x,entry,10.0,30.0,recover_to_anchor,0.0,10,1440031.15,82.6,-78.64,1.18,49,123,3,2.62,775116.8,-79.24,41069.8,-66.18,True,True,False
2979,margin_3x; anchor=entry; add at 10%/40%; sell=recover_to_anchor 0%; max_extra_days=10,margin_3x,entry,10.0,40.0,recover_to_anchor,0.0,10,1440031.15,82.6,-78.64,1.18,48,123,2,2.62,775116.8,-79.24,41069.8,-66.18,True,True,False
2980,margin_3x; anchor=entry; add at 10%/20%; sell=extra_profit 15%; max_extra_days=none,margin_3x,entry,10.0,20.0,extra_profit,15.0,none,1328093.61,81.68,-78.64,1.17,49,123,3,2.7,775116.8,-79.24,41069.8,-66.18,True,True,False
2981,margin_3x; anchor=entry; add at 10%/20%; sell=extra_profit 15%; max_extra_days=20,margin_3x,entry,10.0,20.0,extra_profit,15.0,20,1328093.61,81.68,-78.64,1.17,49,123,3,2.7,775116.8,-79.24,41069.8,-66.18,True,True,False
2982,margin_3x; anchor=entry; add at 10%/20%; sell=extra_profit 15%; max_extra_days=40,margin_3x,entry,10.0,20.0,extra_profit,15.0,40,1328093.61,81.68,-78.64,1.17,49,123,3,2.7,775116.8,-79.24,41069.8,-66.18,True,True,False
2983,margin_3x; anchor=entry; add at 10%/20%; sell=extra_profit 15%; max_extra_days=63,margin_3x,entry,10.0,20.0,extra_profit,15.0,63,1328093.61,81.68,-78.64,1.17,49,123,3,2.7,775116.8,-79.24,41069.8,-66.18,True,True,False
2984,margin_3x; anchor=entry; add at 10%/30%; sell=extra_profit 15%; max_extra_days=none,margin_3x,entry,10.0,30.0,extra_profit,15.0,none,1328093.61,81.68,-78.64,1.17,47,123,3,2.7,775116.8,-79.24,41069.8,-66.18,True,True,False
2985,margin_3x; anchor=entry; add at 10%/30%; sell=extra_profit 15%; max_extra_days=20,margin_3x,entry,10.0,30.0,extra_profit,15.0,20,1328093.61,81.68,-78.64,1.17,47,123,3,2.7,775116.8,-79.24,41069.8,-66.18,True,True,False
2986,margin_3x; anchor=entry; add at 10%/30%; sell=extra_profit 15%; max_extra_days=40,margin_3x,entry,10.0,30.0,extra_profit,15.0,40,1328093.61,81.68,-78.64,1.17,47,123,3,2.7,775116.8,-79.24,41069.8,-66.18,True,True,False
2987,margin_3x; anchor=entry; add at 10%/30%; sell=extra_profit 15%; max_extra_days=63,margin_3x,entry,10.0,30.0,extra_profit,15.0,63,1328093.61,81.68,-78.64,1.17,47,123,3,2.7,775116.8,-79.24,41069.8,-66.18,True,True,False
2988,margin_3x; anchor=entry; add at 10%/40%; sell=extra_profit 15%; max_extra_days=none,margin_3x,entry,10.0,40.0,extra_profit,15.0,none,1328093.61,81.68,-78.64,1.17,46,123,2,2.7,775116.8,-79.24,41069.8,-66.18,True,True,False
2989,margin_3x; anchor=entry; add at 10%/40%; sell=extra_profit 15%; max_extra_days=20,margin_3x,entry,10.0,40.0,extra_profit,15.0,20,1328093.61,81.68,-78.64,1.17,46,123,2,2.7,775116.8,-79.24,41069.8,-66.18,True,True,False
2990,margin_3x; anchor=entry; add at 10%/40%; sell=extra_profit 15%; max_extra_days=40,margin_3x,entry,10.0,40.0,extra_profit,15.0,40,1328093.61,81.68,-78.64,1.17,46,123,2,2.7,775116.8,-79.24,41069.8,-66.18,True,True,False
2991,margin_3x; anchor=entry; add at 10%/40%; sell=extra_profit 15%; max_extra_days=63,margin_3x,entry,10.0,40.0,extra_profit,15.0,63,1328093.61,81.68,-78.64,1.17,46,123,2,2.7,775116.8,-79.24,41069.8,-66.18,True,True,False
2992,margin_3x; anchor=entry; add at 10%/20%; sell=recover_to_anchor 0%; max_extra_days=none,margin_3x,entry,10.0,20.0,recover_to_anchor,0.0,none,1272600.0,81.19,-78.64,1.17,49,123,3,2.67,775116.8,-79.24,41069.8,-66.18,True,True,False
2993,margin_3x; anchor=entry; add at 10%/20%; sell=recover_to_anchor 0%; max_extra_days=20,margin_3x,entry,10.0,20.0,recover_to_anchor,0.0,20,1272600.0,81.19,-78.64,1.17,49,123,3,2.67,775116.8,-79.24,41069.8,-66.18,True,True,False
2994,margin_3x; anchor=entry; add at 10%/20%; sell=recover_to_anchor 0%; max_extra_days=40,margin_3x,entry,10.0,20.0,recover_to_anchor,0.0,40,1272600.0,81.19,-78.64,1.17,49,123,3,2.67,775116.8,-79.24,41069.8,-66.18,True,True,False
2995,margin_3x; anchor=entry; add at 10%/20%; sell=recover_to_anchor 0%; max_extra_days=63,margin_3x,entry,10.0,20.0,recover_to_anchor,0.0,63,1272600.0,81.19,-78.64,1.17,49,123,3,2.67,775116.8,-79.24,41069.8,-66.18,True,True,False
2996,margin_3x; anchor=entry; add at 10%/30%; sell=recover_to_anchor 0%; max_extra_days=none,margin_3x,entry,10.0,30.0,recover_to_anchor,0.0,none,1272600.0,81.19,-78.64,1.17,47,123,3,2.67,775116.8,-79.24,41069.8,-66.18,True,True,False
2997,margin_3x; anchor=entry; add at 10%/30%; sell=recover_to_anchor 0%; max_extra_days=20,margin_3x,entry,10.0,30.0,recover_to_anchor,0.0,20,1272600.0,81.19,-78.64,1.17,47,123,3,2.67,775116.8,-79.24,41069.8,-66.18,True,True,False
2998,margin_3x; anchor=entry; add at 10%/30%; sell=recover_to_anchor 0%; max_extra_days=40,margin_3x,entry,10.0,30.0,recover_to_anchor,0.0,40,1272600.0,81.19,-78.64,1.17,47,123,3,2.67,775116.8,-79.24,41069.8,-66.18,True,True,False
2999,margin_3x; anchor=entry; add at 10%/30%; sell=recover_to_anchor 0%; max_extra_days=63,margin_3x,entry,10.0,30.0,recover_to_anchor,0.0,63,1272600.0,81.19,-78.64,1.17,47,123,3,2.67,775116.8,-79.24,41069.8,-66.18,True,True,False
3000,margin_3x; anchor=entry; add at 10%/40%; sell=recover_to_anchor 0%; max_extra_days=none,margin_3x,entry,10.0,40.0,recover_to_anchor,0.0,none,1272600.0,81.19,-78.64,1.17,46,123,2,2.67,775116.8,-79.24,41069.8,-66.18,True,True,False
3001,margin_3x; anchor=entry; add at 10%/40%; sell=recover_to_anchor 0%; max_extra_days=20,margin_3x,entry,10.0,40.0,recover_to_anchor,0.0,20,1272600.0,81.19,-78.64,1.17,46,123,2,2.67,775116.8,-79.24,41069.8,-66.18,True,True,False
3002,margin_3x; anchor=entry; add at 10%/40%; sell=recover_to_anchor 0%; max_extra_days=40,margin_3x,entry,10.0,40.0,recover_to_anchor,0.0,40,1272600.0,81.19,-78.64,1.17,46,123,2,2.67,775116.8,-79.24,41069.8,-66.18,True,True,False
3003,margin_3x; anchor=entry; add at 10%/40%; sell=recover_to_anchor 0%; max_extra_days=63,margin_3x,entry,10.0,40.0,recover_to_anchor,0.0,63,1272600.0,81.19,-78.64,1.17,46,123,2,2.67,775116.8,-79.24,41069.8,-66.18,True,True,False
3004,margin_3x; anchor=entry; add at 10%/20%; sell=rebound_from_low 30%; max_extra_days=10,margin_3x,entry,10.0,20.0,rebound_from_low,30.0,10,1458075.75,82.75,-78.81,1.18,49,123,3,3.38,775116.8,-79.24,41069.8,-66.18,True,True,False
3005,margin_3x; anchor=entry; add at 10%/30%; sell=rebound_from_low 30%; max_extra_days=10,margin_3x,entry,10.0,30.0,rebound_from_low,30.0,10,1458075.75,82.75,-78.81,1.18,47,123,3,3.38,775116.8,-79.24,41069.8,-66.18,True,True,False
3006,margin_3x; anchor=entry; add at 10%/40%; sell=rebound_from_low 30%; max_extra_days=10,margin_3x,entry,10.0,40.0,rebound_from_low,30.0,10,1458075.75,82.75,-78.81,1.18,46,123,2,3.38,775116.8,-79.24,41069.8,-66.18,True,True,False
3007,margin_3x; anchor=entry; add at 15%/20%; sell=rebound_from_low 15%; max_extra_days=none,margin_3x,entry,15.0,20.0,rebound_from_low,15.0,none,838023.96,76.49,-78.82,1.15,20,123,3,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3008,margin_3x; anchor=entry; add at 15%/20%; sell=rebound_from_low 15%; max_extra_days=5,margin_3x,entry,15.0,20.0,rebound_from_low,15.0,5,838023.96,76.49,-78.82,1.15,20,123,3,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3009,margin_3x; anchor=entry; add at 15%/20%; sell=rebound_from_low 15%; max_extra_days=10,margin_3x,entry,15.0,20.0,rebound_from_low,15.0,10,838023.96,76.49,-78.82,1.15,20,123,3,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3010,margin_3x; anchor=entry; add at 15%/20%; sell=rebound_from_low 15%; max_extra_days=20,margin_3x,entry,15.0,20.0,rebound_from_low,15.0,20,838023.96,76.49,-78.82,1.15,20,123,3,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3011,margin_3x; anchor=entry; add at 15%/20%; sell=rebound_from_low 15%; max_extra_days=40,margin_3x,entry,15.0,20.0,rebound_from_low,15.0,40,838023.96,76.49,-78.82,1.15,20,123,3,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3012,margin_3x; anchor=entry; add at 15%/20%; sell=rebound_from_low 15%; max_extra_days=63,margin_3x,entry,15.0,20.0,rebound_from_low,15.0,63,838023.96,76.49,-78.82,1.15,20,123,3,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3013,margin_3x; anchor=entry; add at 15%/20%; sell=extra_profit 15%; max_extra_days=none,margin_3x,entry,15.0,20.0,extra_profit,15.0,none,838023.96,76.49,-78.82,1.15,20,123,3,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3014,margin_3x; anchor=entry; add at 15%/20%; sell=extra_profit 15%; max_extra_days=5,margin_3x,entry,15.0,20.0,extra_profit,15.0,5,838023.96,76.49,-78.82,1.15,20,123,3,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3015,margin_3x; anchor=entry; add at 15%/20%; sell=extra_profit 15%; max_extra_days=10,margin_3x,entry,15.0,20.0,extra_profit,15.0,10,838023.96,76.49,-78.82,1.15,20,123,3,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3016,margin_3x; anchor=entry; add at 15%/20%; sell=extra_profit 15%; max_extra_days=20,margin_3x,entry,15.0,20.0,extra_profit,15.0,20,838023.96,76.49,-78.82,1.15,20,123,3,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3017,margin_3x; anchor=entry; add at 15%/20%; sell=extra_profit 15%; max_extra_days=40,margin_3x,entry,15.0,20.0,extra_profit,15.0,40,838023.96,76.49,-78.82,1.15,20,123,3,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3018,margin_3x; anchor=entry; add at 15%/20%; sell=extra_profit 15%; max_extra_days=63,margin_3x,entry,15.0,20.0,extra_profit,15.0,63,838023.96,76.49,-78.82,1.15,20,123,3,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3019,margin_3x; anchor=entry; add at 15%/30%; sell=rebound_from_low 15%; max_extra_days=none,margin_3x,entry,15.0,30.0,rebound_from_low,15.0,none,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3020,margin_3x; anchor=entry; add at 15%/30%; sell=rebound_from_low 15%; max_extra_days=5,margin_3x,entry,15.0,30.0,rebound_from_low,15.0,5,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3021,margin_3x; anchor=entry; add at 15%/30%; sell=rebound_from_low 15%; max_extra_days=10,margin_3x,entry,15.0,30.0,rebound_from_low,15.0,10,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3022,margin_3x; anchor=entry; add at 15%/30%; sell=rebound_from_low 15%; max_extra_days=20,margin_3x,entry,15.0,30.0,rebound_from_low,15.0,20,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3023,margin_3x; anchor=entry; add at 15%/30%; sell=rebound_from_low 15%; max_extra_days=40,margin_3x,entry,15.0,30.0,rebound_from_low,15.0,40,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3024,margin_3x; anchor=entry; add at 15%/30%; sell=rebound_from_low 15%; max_extra_days=63,margin_3x,entry,15.0,30.0,rebound_from_low,15.0,63,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3025,margin_3x; anchor=entry; add at 15%/30%; sell=extra_profit 15%; max_extra_days=none,margin_3x,entry,15.0,30.0,extra_profit,15.0,none,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3026,margin_3x; anchor=entry; add at 15%/30%; sell=extra_profit 15%; max_extra_days=5,margin_3x,entry,15.0,30.0,extra_profit,15.0,5,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3027,margin_3x; anchor=entry; add at 15%/30%; sell=extra_profit 15%; max_extra_days=10,margin_3x,entry,15.0,30.0,extra_profit,15.0,10,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3028,margin_3x; anchor=entry; add at 15%/30%; sell=extra_profit 15%; max_extra_days=20,margin_3x,entry,15.0,30.0,extra_profit,15.0,20,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3029,margin_3x; anchor=entry; add at 15%/30%; sell=extra_profit 15%; max_extra_days=40,margin_3x,entry,15.0,30.0,extra_profit,15.0,40,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3030,margin_3x; anchor=entry; add at 15%/30%; sell=extra_profit 15%; max_extra_days=63,margin_3x,entry,15.0,30.0,extra_profit,15.0,63,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3031,margin_3x; anchor=entry; add at 15%/40%; sell=rebound_from_low 15%; max_extra_days=none,margin_3x,entry,15.0,40.0,rebound_from_low,15.0,none,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3032,margin_3x; anchor=entry; add at 15%/40%; sell=rebound_from_low 15%; max_extra_days=5,margin_3x,entry,15.0,40.0,rebound_from_low,15.0,5,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3033,margin_3x; anchor=entry; add at 15%/40%; sell=rebound_from_low 15%; max_extra_days=10,margin_3x,entry,15.0,40.0,rebound_from_low,15.0,10,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3034,margin_3x; anchor=entry; add at 15%/40%; sell=rebound_from_low 15%; max_extra_days=20,margin_3x,entry,15.0,40.0,rebound_from_low,15.0,20,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3035,margin_3x; anchor=entry; add at 15%/40%; sell=rebound_from_low 15%; max_extra_days=40,margin_3x,entry,15.0,40.0,rebound_from_low,15.0,40,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3036,margin_3x; anchor=entry; add at 15%/40%; sell=rebound_from_low 15%; max_extra_days=63,margin_3x,entry,15.0,40.0,rebound_from_low,15.0,63,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3037,margin_3x; anchor=entry; add at 15%/40%; sell=extra_profit 15%; max_extra_days=none,margin_3x,entry,15.0,40.0,extra_profit,15.0,none,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3038,margin_3x; anchor=entry; add at 15%/40%; sell=extra_profit 15%; max_extra_days=5,margin_3x,entry,15.0,40.0,extra_profit,15.0,5,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3039,margin_3x; anchor=entry; add at 15%/40%; sell=extra_profit 15%; max_extra_days=10,margin_3x,entry,15.0,40.0,extra_profit,15.0,10,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3040,margin_3x; anchor=entry; add at 15%/40%; sell=extra_profit 15%; max_extra_days=20,margin_3x,entry,15.0,40.0,extra_profit,15.0,20,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3041,margin_3x; anchor=entry; add at 15%/40%; sell=extra_profit 15%; max_extra_days=40,margin_3x,entry,15.0,40.0,extra_profit,15.0,40,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3042,margin_3x; anchor=entry; add at 15%/40%; sell=extra_profit 15%; max_extra_days=63,margin_3x,entry,15.0,40.0,extra_profit,15.0,63,838023.96,76.49,-78.82,1.15,18,123,2,0.68,775116.8,-79.24,41069.8,-66.18,True,True,False
3043,margin_3x; anchor=entry; add at 10%/15%; sell=extra_profit 20%; max_extra_days=10,margin_3x,entry,10.0,15.0,extra_profit,20.0,10,2107566.56,87.03,-78.85,1.2,56,123,3,2.93,775116.8,-79.24,41069.8,-66.18,True,True,False
3044,margin_3x; anchor=entry; add at 10%/15%; sell=rebound_from_low 20%; max_extra_days=10,margin_3x,entry,10.0,15.0,rebound_from_low,20.0,10,1994355.96,86.38,-78.85,1.2,56,123,3,2.9,775116.8,-79.24,41069.8,-66.18,True,True,False
3045,margin_3x; anchor=entry; add at 10%/15%; sell=rebound_from_low 20%; max_extra_days=5,margin_3x,entry,10.0,15.0,rebound_from_low,20.0,5,1253734.29,81.02,-78.85,1.16,64,123,3,2.57,775116.8,-79.24,41069.8,-66.18,True,True,False
3046,margin_3x; anchor=entry; add at 10%/15%; sell=extra_profit 20%; max_extra_days=5,margin_3x,entry,10.0,15.0,extra_profit,20.0,5,1253734.29,81.02,-78.85,1.16,64,123,3,2.57,775116.8,-79.24,41069.8,-66.18,True,True,False
3047,margin_3x; anchor=entry; add at 10%/15%; sell=extra_profit 10%; max_extra_days=none,margin_3x,entry,10.0,15.0,extra_profit,10.0,none,1447672.64,82.67,-79.17,1.18,58,123,3,2.23,775116.8,-79.24,41069.8,-66.18,True,True,False
3048,margin_3x; anchor=entry; add at 10%/15%; sell=extra_profit 10%; max_extra_days=10,margin_3x,entry,10.0,15.0,extra_profit,10.0,10,1447672.64,82.67,-79.17,1.18,58,123,3,2.23,775116.8,-79.24,41069.8,-66.18,True,True,False
3049,margin_3x; anchor=entry; add at 10%/15%; sell=extra_profit 10%; max_extra_days=20,margin_3x,entry,10.0,15.0,extra_profit,10.0,20,1447672.64,82.67,-79.17,1.18,58,123,3,2.23,775116.8,-79.24,41069.8,-66.18,True,True,False
3050,margin_3x; anchor=entry; add at 10%/15%; sell=extra_profit 10%; max_extra_days=40,margin_3x,entry,10.0,15.0,extra_profit,10.0,40,1447672.64,82.67,-79.17,1.18,58,123,3,2.23,775116.8,-79.24,41069.8,-66.18,True,True,False
3051,margin_3x; anchor=entry; add at 10%/15%; sell=extra_profit 10%; max_extra_days=63,margin_3x,entry,10.0,15.0,extra_profit,10.0,63,1447672.64,82.67,-79.17,1.18,58,123,3,2.23,775116.8,-79.24,41069.8,-66.18,True,True,False
3052,margin_3x; anchor=entry; add at 10%/15%; sell=recover_to_anchor 3%; max_extra_days=5,margin_3x,entry,10.0,15.0,recover_to_anchor,3.0,5,1325593.17,81.66,-79.17,1.17,64,123,3,2.1,775116.8,-79.24,41069.8,-66.18,True,True,False
3053,margin_3x; anchor=entry; add at 10%/15%; sell=extra_profit 10%; max_extra_days=5,margin_3x,entry,10.0,15.0,extra_profit,10.0,5,1318887.34,81.6,-79.17,1.17,64,123,3,2.1,775116.8,-79.24,41069.8,-66.18,True,True,False
3054,margin_3x; anchor=entry; add at 10%/15%; sell=recover_to_anchor 5%; max_extra_days=5,margin_3x,entry,10.0,15.0,recover_to_anchor,5.0,5,1292210.98,81.36,-79.17,1.17,64,123,3,2.0,775116.8,-79.24,41069.8,-66.18,True,True,False
3055,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 0%; max_extra_days=none,margin_3x,entry,20.0,30.0,recover_to_anchor,0.0,none,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3056,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 0%; max_extra_days=5,margin_3x,entry,20.0,30.0,recover_to_anchor,0.0,5,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3057,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 0%; max_extra_days=10,margin_3x,entry,20.0,30.0,recover_to_anchor,0.0,10,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3058,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 0%; max_extra_days=20,margin_3x,entry,20.0,30.0,recover_to_anchor,0.0,20,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3059,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 0%; max_extra_days=40,margin_3x,entry,20.0,30.0,recover_to_anchor,0.0,40,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3060,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 0%; max_extra_days=63,margin_3x,entry,20.0,30.0,recover_to_anchor,0.0,63,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3061,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 3%; max_extra_days=none,margin_3x,entry,20.0,30.0,recover_to_anchor,3.0,none,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3062,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 3%; max_extra_days=5,margin_3x,entry,20.0,30.0,recover_to_anchor,3.0,5,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3063,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 3%; max_extra_days=10,margin_3x,entry,20.0,30.0,recover_to_anchor,3.0,10,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3064,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 3%; max_extra_days=20,margin_3x,entry,20.0,30.0,recover_to_anchor,3.0,20,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3065,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 3%; max_extra_days=40,margin_3x,entry,20.0,30.0,recover_to_anchor,3.0,40,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3066,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 3%; max_extra_days=63,margin_3x,entry,20.0,30.0,recover_to_anchor,3.0,63,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3067,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 5%; max_extra_days=none,margin_3x,entry,20.0,30.0,recover_to_anchor,5.0,none,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3068,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 5%; max_extra_days=5,margin_3x,entry,20.0,30.0,recover_to_anchor,5.0,5,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3069,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 5%; max_extra_days=10,margin_3x,entry,20.0,30.0,recover_to_anchor,5.0,10,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3070,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 5%; max_extra_days=20,margin_3x,entry,20.0,30.0,recover_to_anchor,5.0,20,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3071,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 5%; max_extra_days=40,margin_3x,entry,20.0,30.0,recover_to_anchor,5.0,40,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
3072,margin_3x; anchor=entry; add at 20%/30%; sell=recover_to_anchor 5%; max_extra_days=63,margin_3x,entry,20.0,30.0,recover_to_anchor,5.0,63,775118.12,75.63,-79.24,1.15,7,123,2,0.18,775116.8,-79.24,41069.8,-66.18,True,True,False
