rank_balanced,variant,unit_exposure,max_exposure,anchor_mode,add1_drop_pct,add2_drop_pct,sell_mode,sell_param_pct,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard_pct,equity_dd_guard_exposure,net_return_pct,cagr_pct,max_drawdown_pct,calmar,sharpe,dca_trade_events,rotation_resets,max_exposure_used,avg_exposure,days_above_1x_pct,base_rotation_return_pct,base_rotation_max_drawdown_pct,soxl_only_return_pct,soxl_only_max_drawdown_pct,beats_base_return,reduces_base_drawdown,beats_soxl_only_return,reduces_soxl_only_drawdown
225,"unit=0.75, cap=1.00, anchor=entry, add=10%/20%, sell=extra_profit 20%, max_days=20, trend_sma=100, dd_guard=none",0.75,1.0,entry,10.0,20.0,extra_profit,20.0,20,100,1.0,none,none,225723.64,62.52,-65.46,0.955,1.17,47,123,1.0,0.756,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
226,"unit=0.75, cap=1.00, anchor=entry, add=10%/20%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=none",0.75,1.0,entry,10.0,20.0,extra_profit,20.0,20,200,1.0,none,none,225723.64,62.52,-65.46,0.955,1.17,47,123,1.0,0.756,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
227,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=none",0.75,1.0,entry,10.0,30.0,extra_profit,20.0,20,none,none,none,none,225723.64,62.52,-65.46,0.955,1.17,45,123,1.0,0.756,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
228,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=extra_profit 20%, max_days=20, trend_sma=100, dd_guard=none",0.75,1.0,entry,10.0,30.0,extra_profit,20.0,20,100,1.0,none,none,225723.64,62.52,-65.46,0.955,1.17,45,123,1.0,0.756,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
229,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=none",0.75,1.0,entry,10.0,30.0,extra_profit,20.0,20,200,1.0,none,none,225723.64,62.52,-65.46,0.955,1.17,45,123,1.0,0.756,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
230,"unit=0.75, cap=1.00, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=none, dd_guard=none",0.75,1.0,entry,10.0,20.0,extra_profit,15.0,10,none,none,none,none,224195.67,62.45,-64.94,0.962,1.17,51,123,1.0,0.755,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
231,"unit=0.75, cap=1.00, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=100, dd_guard=none",0.75,1.0,entry,10.0,20.0,extra_profit,15.0,10,100,1.0,none,none,224195.67,62.45,-64.94,0.962,1.17,51,123,1.0,0.755,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
232,"unit=0.75, cap=1.00, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=none",0.75,1.0,entry,10.0,20.0,extra_profit,15.0,10,200,1.0,none,none,224195.67,62.45,-64.94,0.962,1.17,51,123,1.0,0.755,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
233,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=extra_profit 15%, max_days=10, trend_sma=none, dd_guard=none",0.75,1.0,entry,10.0,30.0,extra_profit,15.0,10,none,none,none,none,224195.67,62.45,-64.94,0.962,1.17,49,123,1.0,0.755,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
234,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=extra_profit 15%, max_days=10, trend_sma=100, dd_guard=none",0.75,1.0,entry,10.0,30.0,extra_profit,15.0,10,100,1.0,none,none,224195.67,62.45,-64.94,0.962,1.17,49,123,1.0,0.755,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
235,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=none",0.75,1.0,entry,10.0,30.0,extra_profit,15.0,10,200,1.0,none,none,224195.67,62.45,-64.94,0.962,1.17,49,123,1.0,0.755,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
236,"unit=0.50, cap=1.50, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,10.0,20.0,extra_profit,15.0,10,200,0.75,45.0,0.75,224173.13,62.45,-60.18,1.038,1.15,441,123,1.5,0.689,6.42,775116.8,-79.24,41069.8,-66.18,False,True,True,True
237,"unit=0.75, cap=1.00, anchor=entry, add=10%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=none, dd_guard=none",0.75,1.0,entry,10.0,20.0,rebound_from_low,20.0,20,none,none,none,none,222519.05,62.38,-65.46,0.953,1.16,47,123,1.0,0.756,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
238,"unit=0.75, cap=1.00, anchor=entry, add=10%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=100, dd_guard=none",0.75,1.0,entry,10.0,20.0,rebound_from_low,20.0,20,100,1.0,none,none,222519.05,62.38,-65.46,0.953,1.16,47,123,1.0,0.756,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
239,"unit=0.75, cap=1.00, anchor=entry, add=10%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=none",0.75,1.0,entry,10.0,20.0,rebound_from_low,20.0,20,200,1.0,none,none,222519.05,62.38,-65.46,0.953,1.16,47,123,1.0,0.756,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
240,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=rebound_from_low 20%, max_days=20, trend_sma=none, dd_guard=none",0.75,1.0,entry,10.0,30.0,rebound_from_low,20.0,20,none,none,none,none,222519.05,62.38,-65.46,0.953,1.16,45,123,1.0,0.756,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
241,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=rebound_from_low 20%, max_days=20, trend_sma=100, dd_guard=none",0.75,1.0,entry,10.0,30.0,rebound_from_low,20.0,20,100,1.0,none,none,222519.05,62.38,-65.46,0.953,1.16,45,123,1.0,0.756,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
242,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=none",0.75,1.0,entry,10.0,30.0,rebound_from_low,20.0,20,200,1.0,none,none,222519.05,62.38,-65.46,0.953,1.16,45,123,1.0,0.756,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
243,"unit=0.75, cap=1.00, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=none",0.75,1.0,entry,10.0,20.0,extra_profit,15.0,20,none,none,none,none,217846.94,62.16,-64.94,0.957,1.16,49,123,1.0,0.755,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
244,"unit=0.75, cap=1.00, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=100, dd_guard=none",0.75,1.0,entry,10.0,20.0,extra_profit,15.0,20,100,1.0,none,none,217846.94,62.16,-64.94,0.957,1.16,49,123,1.0,0.755,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
245,"unit=0.75, cap=1.00, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=none",0.75,1.0,entry,10.0,20.0,extra_profit,15.0,20,200,1.0,none,none,217846.94,62.16,-64.94,0.957,1.16,49,123,1.0,0.755,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
246,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=none",0.75,1.0,entry,10.0,30.0,extra_profit,15.0,20,none,none,none,none,217846.94,62.16,-64.94,0.957,1.16,47,123,1.0,0.755,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
247,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=extra_profit 15%, max_days=20, trend_sma=100, dd_guard=none",0.75,1.0,entry,10.0,30.0,extra_profit,15.0,20,100,1.0,none,none,217846.94,62.16,-64.94,0.957,1.16,47,123,1.0,0.755,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
248,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=none",0.75,1.0,entry,10.0,30.0,extra_profit,15.0,20,200,1.0,none,none,217846.94,62.16,-64.94,0.957,1.16,47,123,1.0,0.755,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
249,"unit=0.75, cap=1.00, anchor=entry, add=10%/20%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=45.0",0.75,1.0,entry,10.0,20.0,extra_profit,20.0,10,none,none,45.0,0.75,217586.66,62.15,-65.79,0.945,1.16,51,123,1.0,0.754,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
250,"unit=0.75, cap=1.00, anchor=entry, add=10%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=none, dd_guard=45.0",0.75,1.0,entry,10.0,20.0,rebound_from_low,20.0,10,none,none,45.0,0.75,217586.66,62.15,-65.79,0.945,1.16,51,123,1.0,0.754,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
251,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=45.0",0.75,1.0,entry,10.0,30.0,extra_profit,20.0,10,none,none,45.0,0.75,217586.66,62.15,-65.79,0.945,1.16,49,123,1.0,0.754,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
252,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=rebound_from_low 20%, max_days=10, trend_sma=none, dd_guard=45.0",0.75,1.0,entry,10.0,30.0,rebound_from_low,20.0,10,none,none,45.0,0.75,217586.66,62.15,-65.79,0.945,1.16,49,123,1.0,0.754,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
253,"unit=0.75, cap=1.00, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=none, dd_guard=45.0",0.75,1.0,entry,10.0,20.0,extra_profit,15.0,10,none,none,45.0,0.75,214482.92,62.0,-65.48,0.947,1.16,51,123,1.0,0.753,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
254,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=extra_profit 15%, max_days=10, trend_sma=none, dd_guard=45.0",0.75,1.0,entry,10.0,30.0,extra_profit,15.0,10,none,none,45.0,0.75,214482.92,62.0,-65.48,0.947,1.16,49,123,1.0,0.753,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
255,"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=35.0",0.75,2.0,rolling_high,5.0,20.0,extra_profit,20.0,20,none,none,35.0,0.5,211220.3,61.84,-66.0,0.937,1.08,412,123,2.0,0.839,27.43,775116.8,-79.24,41069.8,-66.18,False,True,True,True
256,"unit=0.50, cap=1.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,10.0,20.0,extra_profit,20.0,20,200,0.75,45.0,0.75,208922.71,61.73,-59.85,1.032,1.19,304,123,1.0,0.688,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
257,"unit=0.75, cap=1.00, anchor=entry, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=45.0",0.75,1.0,entry,10.0,20.0,extra_profit,15.0,20,none,none,45.0,0.75,208409.12,61.71,-65.48,0.942,1.16,49,123,1.0,0.754,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
258,"unit=0.75, cap=1.00, anchor=entry, add=10%/30%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=45.0",0.75,1.0,entry,10.0,30.0,extra_profit,15.0,20,none,none,45.0,0.75,208409.12,61.71,-65.48,0.942,1.16,47,123,1.0,0.754,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
259,"unit=0.67, cap=1.50, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=10, trend_sma=none, dd_guard=35.0",0.67,1.5,entry,5.0,20.0,extra_profit,15.0,10,none,none,35.0,0.5,208379.44,61.71,-59.38,1.039,1.22,87,123,1.34,0.684,4.55,775116.8,-79.24,41069.8,-66.18,False,True,True,True
260,"unit=0.67, cap=1.50, anchor=entry, add=5%/40%, sell=extra_profit 15%, max_days=10, trend_sma=none, dd_guard=35.0",0.67,1.5,entry,5.0,40.0,extra_profit,15.0,10,none,none,35.0,0.5,208379.44,61.71,-59.38,1.039,1.22,82,123,1.34,0.684,4.55,775116.8,-79.24,41069.8,-66.18,False,True,True,True
261,"unit=0.67, cap=2.00, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=10, trend_sma=none, dd_guard=35.0",0.67,2.0,entry,5.0,20.0,extra_profit,15.0,10,none,none,35.0,0.5,208379.44,61.71,-59.38,1.039,1.22,87,123,1.34,0.684,4.55,775116.8,-79.24,41069.8,-66.18,False,True,True,True
262,"unit=0.67, cap=2.00, anchor=entry, add=5%/40%, sell=extra_profit 15%, max_days=10, trend_sma=none, dd_guard=35.0",0.67,2.0,entry,5.0,40.0,extra_profit,15.0,10,none,none,35.0,0.5,208379.44,61.71,-59.38,1.039,1.22,82,123,1.34,0.684,4.55,775116.8,-79.24,41069.8,-66.18,False,True,True,True
263,"unit=0.50, cap=1.00, anchor=rolling_high, add=10%/30%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,10.0,30.0,extra_profit,20.0,20,200,0.75,45.0,0.75,205189.87,61.55,-63.64,0.967,1.18,257,123,1.0,0.689,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
264,"unit=0.67, cap=1.50, anchor=entry, add=10%/20%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=none",0.67,1.5,entry,10.0,20.0,extra_profit,20.0,10,none,none,none,none,203508.53,61.47,-60.02,1.024,1.2,51,123,1.34,0.685,2.27,775116.8,-79.24,41069.8,-66.18,False,True,True,True
265,"unit=0.67, cap=1.50, anchor=entry, add=10%/30%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=none",0.67,1.5,entry,10.0,30.0,extra_profit,20.0,10,none,none,none,none,203508.53,61.47,-60.02,1.024,1.2,49,123,1.34,0.685,2.27,775116.8,-79.24,41069.8,-66.18,False,True,True,True
266,"unit=0.67, cap=2.00, anchor=entry, add=10%/20%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=none",0.67,2.0,entry,10.0,20.0,extra_profit,20.0,10,none,none,none,none,203508.53,61.47,-60.02,1.024,1.2,51,123,1.34,0.685,2.27,775116.8,-79.24,41069.8,-66.18,False,True,True,True
267,"unit=0.67, cap=2.00, anchor=entry, add=10%/30%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=none",0.67,2.0,entry,10.0,30.0,extra_profit,20.0,10,none,none,none,none,203508.53,61.47,-60.02,1.024,1.2,49,123,1.34,0.685,2.27,775116.8,-79.24,41069.8,-66.18,False,True,True,True
268,"unit=0.67, cap=1.50, anchor=entry, add=5%/20%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=35.0",0.67,1.5,entry,5.0,20.0,extra_profit,20.0,10,none,none,35.0,0.5,200360.17,61.31,-62.0,0.989,1.21,87,123,1.34,0.687,5.35,775116.8,-79.24,41069.8,-66.18,False,True,True,True
269,"unit=0.67, cap=1.50, anchor=entry, add=5%/40%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=35.0",0.67,1.5,entry,5.0,40.0,extra_profit,20.0,10,none,none,35.0,0.5,200360.17,61.31,-62.0,0.989,1.21,82,123,1.34,0.687,5.35,775116.8,-79.24,41069.8,-66.18,False,True,True,True
270,"unit=0.67, cap=2.00, anchor=entry, add=5%/20%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=35.0",0.67,2.0,entry,5.0,20.0,extra_profit,20.0,10,none,none,35.0,0.5,200360.17,61.31,-62.0,0.989,1.21,87,123,1.34,0.687,5.35,775116.8,-79.24,41069.8,-66.18,False,True,True,True
271,"unit=0.67, cap=2.00, anchor=entry, add=5%/40%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=35.0",0.67,2.0,entry,5.0,40.0,extra_profit,20.0,10,none,none,35.0,0.5,200360.17,61.31,-62.0,0.989,1.21,82,123,1.34,0.687,5.35,775116.8,-79.24,41069.8,-66.18,False,True,True,True
272,"unit=1.00, cap=1.50, anchor=entry, add=5%/20%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=35.0",1.0,1.5,entry,5.0,20.0,extra_profit,20.0,20,none,none,35.0,0.5,198262.43,61.2,-63.02,0.971,1.1,78,123,1.5,0.898,3.95,775116.8,-79.24,41069.8,-66.18,False,True,True,True
273,"unit=1.00, cap=1.50, anchor=entry, add=5%/40%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=35.0",1.0,1.5,entry,5.0,40.0,extra_profit,20.0,20,none,none,35.0,0.5,198262.43,61.2,-63.02,0.971,1.1,73,123,1.5,0.898,3.95,775116.8,-79.24,41069.8,-66.18,False,True,True,True
274,"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/40%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=35.0",0.75,2.0,rolling_high,5.0,40.0,extra_profit,15.0,20,none,none,35.0,0.5,197381.1,61.16,-63.14,0.969,1.08,383,123,2.0,0.856,29.45,775116.8,-79.24,41069.8,-66.18,False,True,True,True
275,"unit=0.67, cap=1.00, anchor=rolling_high, add=10%/30%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=45.0",0.67,1.0,rolling_high,10.0,30.0,extra_profit,15.0,20,none,none,45.0,0.75,196608.63,61.12,-66.14,0.924,1.11,273,123,1.0,0.795,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
276,"unit=0.75, cap=1.50, anchor=entry, add=5%/20%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=35.0",0.75,1.5,entry,5.0,20.0,extra_profit,20.0,20,none,none,35.0,0.5,196282.1,61.1,-61.11,1.0,1.17,78,123,1.5,0.753,5.17,775116.8,-79.24,41069.8,-66.18,False,True,True,True
277,"unit=0.75, cap=1.50, anchor=entry, add=5%/40%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=35.0",0.75,1.5,entry,5.0,40.0,extra_profit,20.0,20,none,none,35.0,0.5,196282.1,61.1,-61.11,1.0,1.17,73,123,1.5,0.753,5.17,775116.8,-79.24,41069.8,-66.18,False,True,True,True
278,"unit=0.75, cap=2.00, anchor=entry, add=5%/20%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=35.0",0.75,2.0,entry,5.0,20.0,extra_profit,20.0,20,none,none,35.0,0.5,196282.1,61.1,-61.11,1.0,1.17,78,123,1.5,0.753,5.17,775116.8,-79.24,41069.8,-66.18,False,True,True,True
279,"unit=0.75, cap=2.00, anchor=entry, add=5%/40%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=35.0",0.75,2.0,entry,5.0,40.0,extra_profit,20.0,20,none,none,35.0,0.5,196282.1,61.1,-61.11,1.0,1.17,73,123,1.5,0.753,5.17,775116.8,-79.24,41069.8,-66.18,False,True,True,True
280,"unit=0.67, cap=1.50, anchor=entry, add=10%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=none, dd_guard=none",0.67,1.5,entry,10.0,20.0,rebound_from_low,20.0,10,none,none,none,none,195911.71,61.08,-60.02,1.018,1.19,51,123,1.34,0.685,2.25,775116.8,-79.24,41069.8,-66.18,False,True,True,True
281,"unit=0.67, cap=1.50, anchor=entry, add=10%/30%, sell=rebound_from_low 20%, max_days=10, trend_sma=none, dd_guard=none",0.67,1.5,entry,10.0,30.0,rebound_from_low,20.0,10,none,none,none,none,195911.71,61.08,-60.02,1.018,1.19,49,123,1.34,0.685,2.25,775116.8,-79.24,41069.8,-66.18,False,True,True,True
282,"unit=0.67, cap=2.00, anchor=entry, add=10%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=none, dd_guard=none",0.67,2.0,entry,10.0,20.0,rebound_from_low,20.0,10,none,none,none,none,195911.71,61.08,-60.02,1.018,1.19,51,123,1.34,0.685,2.25,775116.8,-79.24,41069.8,-66.18,False,True,True,True
283,"unit=0.67, cap=2.00, anchor=entry, add=10%/30%, sell=rebound_from_low 20%, max_days=10, trend_sma=none, dd_guard=none",0.67,2.0,entry,10.0,30.0,rebound_from_low,20.0,10,none,none,none,none,195911.71,61.08,-60.02,1.018,1.19,49,123,1.34,0.685,2.25,775116.8,-79.24,41069.8,-66.18,False,True,True,True
284,"unit=0.50, cap=1.50, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,10.0,20.0,extra_profit,15.0,20,200,0.75,45.0,0.75,194756.93,61.02,-57.49,1.061,1.12,311,123,1.5,0.714,8.08,775116.8,-79.24,41069.8,-66.18,False,True,True,True
285,"unit=0.67, cap=1.50, anchor=entry, add=5%/20%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=35.0",0.67,1.5,entry,5.0,20.0,extra_profit,20.0,20,none,none,35.0,0.5,193380.07,60.95,-62.0,0.983,1.21,78,123,1.34,0.689,5.85,775116.8,-79.24,41069.8,-66.18,False,True,True,True
286,"unit=0.67, cap=1.50, anchor=entry, add=5%/40%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=35.0",0.67,1.5,entry,5.0,40.0,extra_profit,20.0,20,none,none,35.0,0.5,193380.07,60.95,-62.0,0.983,1.21,73,123,1.34,0.689,5.85,775116.8,-79.24,41069.8,-66.18,False,True,True,True
287,"unit=0.67, cap=2.00, anchor=entry, add=5%/20%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=35.0",0.67,2.0,entry,5.0,20.0,extra_profit,20.0,20,none,none,35.0,0.5,193380.07,60.95,-62.0,0.983,1.21,78,123,1.34,0.689,5.85,775116.8,-79.24,41069.8,-66.18,False,True,True,True
288,"unit=0.67, cap=2.00, anchor=entry, add=5%/40%, sell=extra_profit 20%, max_days=20, trend_sma=none, dd_guard=35.0",0.67,2.0,entry,5.0,40.0,extra_profit,20.0,20,none,none,35.0,0.5,193380.07,60.95,-62.0,0.983,1.21,73,123,1.34,0.689,5.85,775116.8,-79.24,41069.8,-66.18,False,True,True,True
289,"unit=0.50, cap=1.00, anchor=rolling_high, add=10%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,10.0,20.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,193268.96,60.94,-60.42,1.009,1.18,314,123,1.0,0.682,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
290,"unit=0.50, cap=1.00, anchor=rolling_high, add=10%/30%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,10.0,30.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,193268.96,60.94,-60.42,1.009,1.18,269,123,1.0,0.682,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
291,"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/40%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=35.0",0.75,1.5,rolling_high,5.0,40.0,extra_profit,15.0,20,none,none,35.0,0.5,188046.29,60.67,-63.14,0.961,1.08,383,123,1.5,0.857,29.6,775116.8,-79.24,41069.8,-66.18,False,True,True,True
292,"unit=0.67, cap=1.00, anchor=entry, add=5%/20%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.0,entry,5.0,20.0,extra_profit,20.0,20,200,0.75,45.0,0.75,185884.39,60.55,-63.08,0.96,1.21,78,123,1.0,0.687,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
293,"unit=0.67, cap=1.00, anchor=entry, add=5%/40%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.0,entry,5.0,40.0,extra_profit,20.0,20,200,0.75,45.0,0.75,185884.39,60.55,-63.08,0.96,1.21,73,123,1.0,0.687,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
294,"unit=0.67, cap=1.50, anchor=entry, add=5%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=none, dd_guard=35.0",0.67,1.5,entry,5.0,20.0,rebound_from_low,20.0,10,none,none,35.0,0.5,184524.94,60.48,-62.0,0.975,1.2,87,123,1.34,0.686,5.15,775116.8,-79.24,41069.8,-66.18,False,True,True,True
295,"unit=0.67, cap=1.50, anchor=entry, add=5%/40%, sell=rebound_from_low 20%, max_days=10, trend_sma=none, dd_guard=35.0",0.67,1.5,entry,5.0,40.0,rebound_from_low,20.0,10,none,none,35.0,0.5,184524.94,60.48,-62.0,0.975,1.2,82,123,1.34,0.686,5.15,775116.8,-79.24,41069.8,-66.18,False,True,True,True
296,"unit=0.67, cap=2.00, anchor=entry, add=5%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=none, dd_guard=35.0",0.67,2.0,entry,5.0,20.0,rebound_from_low,20.0,10,none,none,35.0,0.5,184524.94,60.48,-62.0,0.975,1.2,87,123,1.34,0.686,5.15,775116.8,-79.24,41069.8,-66.18,False,True,True,True
297,"unit=0.67, cap=2.00, anchor=entry, add=5%/40%, sell=rebound_from_low 20%, max_days=10, trend_sma=none, dd_guard=35.0",0.67,2.0,entry,5.0,40.0,rebound_from_low,20.0,10,none,none,35.0,0.5,184524.94,60.48,-62.0,0.975,1.2,82,123,1.34,0.686,5.15,775116.8,-79.24,41069.8,-66.18,False,True,True,True
298,"unit=0.50, cap=1.50, anchor=rolling_high, add=10%/30%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.5,1.5,rolling_high,10.0,30.0,extra_profit,20.0,10,200,0.75,45.0,0.75,183783.28,60.43,-63.03,0.959,1.16,368,123,1.5,0.667,1.1,775116.8,-79.24,41069.8,-66.18,False,True,True,True
299,"unit=1.00, cap=1.50, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=35.0",1.0,1.5,entry,5.0,20.0,extra_profit,15.0,20,none,none,35.0,0.5,181448.77,60.31,-63.02,0.957,1.09,85,123,1.5,0.894,2.73,775116.8,-79.24,41069.8,-66.18,False,True,True,True
300,"unit=1.00, cap=1.50, anchor=entry, add=5%/40%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=35.0",1.0,1.5,entry,5.0,40.0,extra_profit,15.0,20,none,none,35.0,0.5,181448.77,60.31,-63.02,0.957,1.09,80,123,1.5,0.894,2.73,775116.8,-79.24,41069.8,-66.18,False,True,True,True
301,"unit=0.50, cap=1.00, anchor=rolling_high, add=10%/30%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",0.5,1.0,rolling_high,10.0,30.0,extra_profit,15.0,20,200,0.75,45.0,0.75,180095.81,60.23,-57.49,1.048,1.18,273,123,1.0,0.677,0.0,775116.8,-79.24,41069.8,-66.18,False,True,True,True
