strategy,top_n,signal_date,trade_date,action,ticker,company,nasdaq100_date_added,date_source,price,old_weight,new_weight,rank,score,skipped_not_yet_nasdaq100_before_buy,equity_before_trade
Nasdaq-100 Top1 PIT membership,1,2022-09-30,2022-10-03,SELL,CEG,Constellation Energy,2022-02-02,Wikipedia Nasdaq-100 changes table,82.59678766722348,1.0,0.0,,,,5.893372456141181
Nasdaq-100 Top1 PIT membership,1,2022-09-30,2022-10-03,BUY,PDD,PDD Holdings,2020-08-24,Wikipedia Nasdaq-100 changes table,62.40999984741211,0.0,1.0,1,0.777611617222383,0,5.893372456141181
Nasdaq-100 Top1 PIT membership,1,2022-10-31,2022-11-01,SELL,PDD,PDD Holdings,2020-08-24,Wikipedia Nasdaq-100 changes table,59.630001068115234,1.0,0.0,,,,5.630857341991673
Nasdaq-100 Top1 PIT membership,1,2022-10-31,2022-11-01,BUY,CEG,Constellation Energy,2022-02-02,Wikipedia Nasdaq-100 changes table,92.5146346871925,0.0,1.0,1,0.4354709151316667,1,5.630857341991673
Nasdaq-100 Top1 PIT membership,1,2022-11-30,2022-12-01,SELL,CEG,Constellation Energy,2022-02-02,Wikipedia Nasdaq-100 changes table,94.36841939492692,1.0,0.0,,,,5.743687028530589
Nasdaq-100 Top1 PIT membership,1,2022-11-30,2022-12-01,BUY,DXCM,DexCom,2020-04-20,Wikipedia Nasdaq-100 changes table,116.38999938964844,0.0,1.0,1,0.7020256640086218,0,5.743687028530589
Nasdaq-100 Top1 PIT membership,1,2022-12-30,2023-01-03,SELL,DXCM,DexCom,2020-04-20,Wikipedia Nasdaq-100 changes table,114.3000030517578,1.0,0.0,,,,5.6405485723181155
Nasdaq-100 Top1 PIT membership,1,2022-12-30,2023-01-03,BUY,NFLX,"Netflix, Inc.",2013-06-06,Wikipedia Nasdaq-100 changes table,29.80599975585937,0.0,1.0,1,0.6978604096448346,1,5.6405485723181155
Nasdaq-100 Top1 PIT membership,1,2023-01-31,2023-02-01,SELL,NFLX,"Netflix, Inc.",2013-06-06,Wikipedia Nasdaq-100 changes table,35.38600158691406,1.0,0.0,,,,6.696519572099821
Nasdaq-100 Top1 PIT membership,1,2023-01-31,2023-02-01,BUY,PDD,PDD Holdings,2020-08-24,Wikipedia Nasdaq-100 changes table,102.30999755859376,0.0,1.0,1,0.728035354061749,0,6.696519572099821
Nasdaq-100 Top1 PIT membership,1,2023-03-31,2023-04-03,SELL,PDD,PDD Holdings,2020-08-24,Wikipedia Nasdaq-100 changes table,74.06999969482422,1.0,0.0,,,,4.848120560043498
Nasdaq-100 Top1 PIT membership,1,2023-03-31,2023-04-03,BUY,NVDA,Nvidia,,No add date found; assumed already member before test window,27.48466960367856,0.0,1.0,1,0.9083439264623381,1,4.848120560043498
Nasdaq-100 Top1 PIT membership,1,2023-05-31,2023-06-01,SELL,NVDA,Nvidia,,No add date found; assumed already member before test window,38.45495609590561,1.0,0.0,,,,6.78320918433662
Nasdaq-100 Top1 PIT membership,1,2023-05-31,2023-06-01,BUY,META,Meta Platforms,,No add date found; assumed already member before test window,263.8295904214734,0.0,1.0,1,1.2355208296885665,0,6.78320918433662
Nasdaq-100 Top1 PIT membership,1,2023-06-30,2023-07-03,SELL,META,Meta Platforms,,No add date found; assumed already member before test window,284.4676359393377,1.0,0.0,,,,7.313825100769247
Nasdaq-100 Top1 PIT membership,1,2023-06-30,2023-07-03,BUY,NVDA,Nvidia,,No add date found; assumed already member before test window,42.4837864062488,0.0,1.0,1,1.6959552380209386,0,7.313825100769247
Nasdaq-100 Top1 PIT membership,1,2023-10-31,2023-11-01,SELL,NVDA,Nvidia,,No add date found; assumed already member before test window,40.8554341335007,1.0,0.0,,,,7.033495009391898
Nasdaq-100 Top1 PIT membership,1,2023-10-31,2023-11-01,BUY,ZS,Zscaler,2021-12-20,Wikipedia Nasdaq-100 changes table,159.60000610351562,0.0,1.0,1,0.849310337812051,2,7.033495009391898
Nasdaq-100 Top1 PIT membership,1,2023-11-30,2023-12-01,SELL,ZS,Zscaler,2021-12-20,Wikipedia Nasdaq-100 changes table,197.88999938964844,1.0,0.0,,,,8.720916477991278
Nasdaq-100 Top1 PIT membership,1,2023-11-30,2023-12-01,BUY,PDD,PDD Holdings,2020-08-24,Wikipedia Nasdaq-100 changes table,143.32000732421875,0.0,1.0,1,0.4679404189420133,0,8.720916477991278
Nasdaq-100 Top1 PIT membership,1,2024-02-29,2024-03-01,SELL,PDD,PDD Holdings,2020-08-24,Wikipedia Nasdaq-100 changes table,126.9000015258789,1.0,0.0,,,,7.721771265756451
Nasdaq-100 Top1 PIT membership,1,2024-02-29,2024-03-01,BUY,CRWD,CrowdStrike,2021-08-26,Wikipedia Nasdaq-100 changes table,319.25,0.0,1.0,1,1.0541923133770488,0,7.721771265756451
Nasdaq-100 Top1 PIT membership,1,2024-04-30,2024-05-01,SELL,CRWD,CrowdStrike,2021-08-26,Wikipedia Nasdaq-100 changes table,290.44000244140625,1.0,0.0,,,,7.024937401028296
Nasdaq-100 Top1 PIT membership,1,2024-04-30,2024-05-01,BUY,NVDA,Nvidia,,No add date found; assumed already member before test window,85.02901046138126,0.0,1.0,1,1.2314859455466576,2,7.024937401028296
Nasdaq-100 Top1 PIT membership,1,2024-07-31,2024-08-01,SELL,NVDA,Nvidia,,No add date found; assumed already member before test window,117.47335365334,1.0,0.0,,,,9.705428197102021
Nasdaq-100 Top1 PIT membership,1,2024-07-31,2024-08-01,BUY,ARM,Arm Holdings,2024-06-24,Wikipedia Nasdaq-100 changes table,128.7100067138672,0.0,1.0,1,1.2068917484659587,2,9.705428197102021
Nasdaq-100 Top1 PIT membership,1,2024-08-30,2024-09-03,SELL,ARM,Arm Holdings,2024-06-24,Wikipedia Nasdaq-100 changes table,129.86500549316406,1.0,0.0,,,,9.79252133000137
Nasdaq-100 Top1 PIT membership,1,2024-08-30,2024-09-03,BUY,NVDA,Nvidia,,No add date found; assumed already member before test window,115.95409419910476,0.0,1.0,1,0.32748425804466663,3,9.79252133000137
Nasdaq-100 Top1 PIT membership,1,2024-09-30,2024-10-01,SELL,NVDA,Nvidia,,No add date found; assumed already member before test window,121.72171083436712,1.0,0.0,,,,10.279606407196628
Nasdaq-100 Top1 PIT membership,1,2024-09-30,2024-10-01,BUY,AAPL,Apple Inc.,,No add date found; assumed already member before test window,227.8122709144617,0.0,1.0,1,0.3548667677323891,4,10.279606407196628
Nasdaq-100 Top1 PIT membership,1,2024-10-31,2024-11-01,SELL,AAPL,Apple Inc.,,No add date found; assumed already member before test window,219.32585141181025,1.0,0.0,,,,9.896672459242748
Nasdaq-100 Top1 PIT membership,1,2024-10-31,2024-11-01,BUY,CEG,Constellation Energy,2022-02-02,Wikipedia Nasdaq-100 changes table,260.10385127360286,0.0,1.0,1,0.4302329792631543,5,9.896672459242748
Nasdaq-100 Top1 PIT membership,1,2024-11-29,2024-12-02,SELL,CEG,Constellation Energy,2022-02-02,Wikipedia Nasdaq-100 changes table,254.83023885036357,1.0,0.0,,,,9.69601716492766
Nasdaq-100 Top1 PIT membership,1,2024-11-29,2024-12-02,BUY,APP,AppLovin,2024-11-18,Wikipedia Nasdaq-100 changes table,335.7850036621094,0.0,1.0,1,1.1066517774250646,0,9.69601716492766
Nasdaq-100 Top2 PIT membership,2,2019-12-31,2020-01-02,BUY,TSLA,"Tesla, Inc.",2013-07-15,Wikipedia Nasdaq-100 changes table,28.299999237060547,0.0,0.5,1,0.4693386705117728,3,1.0
Nasdaq-100 Top2 PIT membership,2,2019-12-31,2020-01-02,BUY,LRCX,Lam Research,2014-12-22,Wikipedia Nasdaq-100 changes table,27.519421214789357,0.0,0.5,2,0.43261053975283636,3,1.0
Nasdaq-100 Top2 PIT membership,2,2020-01-31,2020-02-03,SELL,LRCX,Lam Research,2014-12-22,Wikipedia Nasdaq-100 changes table,27.912043177663616,0.5,0.0,,,,1.2748146575129042
Nasdaq-100 Top2 PIT membership,2,2020-01-31,2020-02-03,BUY,AMD,Advanced Micro Devices,2018-12-24,Wikipedia Nasdaq-100 changes table,46.400001525878906,0.0,0.5,2,0.5358338805409564,1,1.2748146575129042
Nasdaq-100 Top2 PIT membership,2,2020-02-28,2020-03-02,SELL,AMD,Advanced Micro Devices,2018-12-24,Wikipedia Nasdaq-100 changes table,47.41999816894531,0.5,0.0,,,,1.343175279329455
Nasdaq-100 Top2 PIT membership,2,2020-02-28,2020-03-02,BUY,AAPL,Apple Inc.,,No add date found; assumed already member before test window,68.14337454443714,0.0,0.5,2,0.5828039268401015,0,1.343175279329455
Nasdaq-100 Top2 PIT membership,2,2020-03-31,2020-04-01,SELL,AAPL,Apple Inc.,,No add date found; assumed already member before test window,59.50596558883749,0.5,0.0,,,,1.0710171993178632
Nasdaq-100 Top2 PIT membership,2,2020-03-31,2020-04-01,BUY,REGN,Regeneron Pharmaceuticals,2012-12-24,Wikipedia Nasdaq-100 changes table,480.8912585361074,0.0,0.5,2,0.6753787804111404,1,1.0710171993178632
Nasdaq-100 Top2 PIT membership,2,2020-04-30,2020-05-01,SELL,REGN,Regeneron Pharmaceuticals,2012-12-24,Wikipedia Nasdaq-100 changes table,520.7121966336025,0.5,0.0,,,,1.3815082473247644
Nasdaq-100 Top2 PIT membership,2,2020-04-30,2020-05-01,BUY,DXCM,DexCom,2020-04-20,Wikipedia Nasdaq-100 changes table,82.75,0.0,0.5,1,0.739020895002303,0,1.3815082473247644
Nasdaq-100 Top2 PIT membership,2,2020-07-31,2020-08-03,SELL,DXCM,DexCom,2020-04-20,Wikipedia Nasdaq-100 changes table,110.15499877929688,0.5,0.0,,,,2.2490833771700807
Nasdaq-100 Top2 PIT membership,2,2020-07-31,2020-08-03,BUY,REGN,Regeneron Pharmaceuticals,2012-12-24,Wikipedia Nasdaq-100 changes table,630.579945221257,0.0,0.5,1,0.8025983268585326,4,2.2490833771700807
Nasdaq-100 Top2 PIT membership,2,2020-08-31,2020-09-01,SELL,REGN,Regeneron Pharmaceuticals,2012-12-24,Wikipedia Nasdaq-100 changes table,611.4989530131073,0.5,0.0,,,,2.934899362284593
Nasdaq-100 Top2 PIT membership,2,2020-08-31,2020-09-01,BUY,PDD,PDD Holdings,2020-08-24,Wikipedia Nasdaq-100 changes table,89.37000274658203,0.0,0.5,1,1.5649622996218127,4,2.934899362284593
Nasdaq-100 Top2 PIT membership,2,2020-09-30,2020-10-01,SELL,PDD,PDD Holdings,2020-08-24,Wikipedia Nasdaq-100 changes table,74.87999725341797,0.5,0.0,,,,2.543442808517934
Nasdaq-100 Top2 PIT membership,2,2020-09-30,2020-10-01,BUY,MELI,Mercado Libre,2017-06-19,Wikipedia Nasdaq-100 changes table,1097.989990234375,0.0,0.5,2,1.6123082563304667,1,2.543442808517934
Nasdaq-100 Top2 PIT membership,2,2020-10-30,2020-11-02,SELL,MELI,Mercado Libre,2017-06-19,Wikipedia Nasdaq-100 changes table,1229.449951171875,0.5,0.0,,,,2.553004770942294
Nasdaq-100 Top2 PIT membership,2,2020-10-30,2020-11-02,BUY,NVDA,Nvidia,,No add date found; assumed already member before test window,12.617840220098946,0.0,0.5,2,0.8709584455777348,3,2.553004770942294
Nasdaq-100 Top2 PIT membership,2,2020-11-30,2020-12-01,SELL,NVDA,Nvidia,,No add date found; assumed already member before test window,13.449711765076747,0.5,0.0,,,,3.263042911714138
Nasdaq-100 Top2 PIT membership,2,2020-11-30,2020-12-01,BUY,QCOM,Qualcomm,,No add date found; assumed already member before test window,132.17528894175868,0.0,0.5,2,0.5136606004637174,0,3.263042911714138
Nasdaq-100 Top2 PIT membership,2,2020-12-31,2021-01-04,SELL,QCOM,Qualcomm,,No add date found; assumed already member before test window,136.51062668871091,0.5,0.0,,,,3.6604388467334377
Nasdaq-100 Top2 PIT membership,2,2020-12-31,2021-01-04,BUY,AMD,Advanced Micro Devices,2018-12-24,Wikipedia Nasdaq-100 changes table,92.11000061035156,0.0,0.5,2,0.7697744933773749,1,3.6604388467334377
Nasdaq-100 Top2 PIT membership,2,2021-01-29,2021-02-01,SELL,AMD,Advanced Micro Devices,2018-12-24,Wikipedia Nasdaq-100 changes table,86.83000183105469,0.5,0.0,,,,3.7944231592795314
Nasdaq-100 Top2 PIT membership,2,2021-01-29,2021-02-01,BUY,PDD,PDD Holdings,2020-08-24,Wikipedia Nasdaq-100 changes table,173.52999877929688,0.0,0.5,2,0.9565575425553854,1,3.7944231592795314
Nasdaq-100 Top2 PIT membership,2,2021-03-31,2021-04-01,SELL,TSLA,"Tesla, Inc.",2013-07-15,Wikipedia Nasdaq-100 changes table,229.4566650390625,0.5,0.0,,,,3.1749184517166875
Nasdaq-100 Top2 PIT membership,2,2021-03-31,2021-04-01,BUY,AMAT,Applied Materials,,No add date found; assumed already member before test window,132.37505011619731,0.0,0.5,2,0.979417367492287,3,3.1749184517166875
Nasdaq-100 Top2 PIT membership,2,2021-04-30,2021-05-03,SELL,PDD,PDD Holdings,2020-08-24,Wikipedia Nasdaq-100 changes table,133.0500030517578,0.5,0.0,,,,3.0467700529090753
Nasdaq-100 Top2 PIT membership,2,2021-04-30,2021-05-03,BUY,LRCX,Lam Research,2014-12-22,Wikipedia Nasdaq-100 changes table,59.65801417832439,0.0,0.5,2,0.7651637497457688,4,3.0467700529090753
Nasdaq-100 Top2 PIT membership,2,2021-05-28,2021-06-01,SELL,LRCX,Lam Research,2014-12-22,Wikipedia Nasdaq-100 changes table,62.192157124050325,0.5,0.0,,,,3.1687537200309164
Nasdaq-100 Top2 PIT membership,2,2021-05-28,2021-06-01,BUY,ASML,ASML Holding,2017-12-18,Wikipedia Nasdaq-100 changes table,654.1423565308215,0.0,0.5,2,0.5643717894335165,5,3.1687537200309164
Nasdaq-100 Top2 PIT membership,2,2021-07-30,2021-08-02,SELL,ASML,ASML Holding,2017-12-18,Wikipedia Nasdaq-100 changes table,736.3662572765717,0.5,0.0,,,,3.3892225403985163
Nasdaq-100 Top2 PIT membership,2,2021-07-30,2021-08-02,BUY,NVDA,Nvidia,,No add date found; assumed already member before test window,19.65497762771269,0.0,0.5,1,0.5407523063203368,2,3.3892225403985163
Nasdaq-100 Top2 PIT membership,2,2021-08-31,2021-09-01,SELL,AMAT,Applied Materials,,No add date found; assumed already member before test window,130.48330097380196,0.5,0.0,,,,3.559040404944753
Nasdaq-100 Top2 PIT membership,2,2021-08-31,2021-09-01,BUY,ASML,ASML Holding,2017-12-18,Wikipedia Nasdaq-100 changes table,801.2418708950923,0.0,0.5,2,0.41993553842646714,1,3.559040404944753
Nasdaq-100 Top2 PIT membership,2,2021-09-30,2021-10-01,SELL,ASML,ASML Holding,2017-12-18,Wikipedia Nasdaq-100 changes table,711.7098112814783,0.5,0.0,,,,3.224372513049041
Nasdaq-100 Top2 PIT membership,2,2021-09-30,2021-10-01,BUY,CRWD,CrowdStrike,2021-08-26,Wikipedia Nasdaq-100 changes table,246.6499938964844,0.0,0.5,2,0.5024327746031352,3,3.224372513049041
Nasdaq-100 Top2 PIT membership,2,2021-10-29,2021-11-01,SELL,CRWD,CrowdStrike,2021-08-26,Wikipedia Nasdaq-100 changes table,275.5409851074219,0.5,0.0,,,,3.7941299897678293
Nasdaq-100 Top2 PIT membership,2,2021-10-29,2021-11-01,BUY,DXCM,DexCom,2020-04-20,Wikipedia Nasdaq-100 changes table,156.8175048828125,0.0,0.5,1,0.43694977225484966,4,3.7941299897678293
Nasdaq-100 Top2 PIT membership,2,2021-11-30,2021-12-01,SELL,NVDA,Nvidia,,No add date found; assumed already member before test window,33.15298499754876,0.5,0.0,,,,4.128315718189886
Nasdaq-100 Top2 PIT membership,2,2021-11-30,2021-12-01,BUY,TSLA,"Tesla, Inc.",2013-07-15,Wikipedia Nasdaq-100 changes table,386.8999938964844,0.0,0.5,1,0.840957230808149,1,4.128315718189886
Nasdaq-100 Top2 PIT membership,2,2021-12-31,2022-01-03,SELL,DXCM,DexCom,2020-04-20,Wikipedia Nasdaq-100 changes table,132.9499969482422,0.5,0.0,,,,3.990528850918168
Nasdaq-100 Top2 PIT membership,2,2021-12-31,2022-01-03,BUY,AMD,Advanced Micro Devices,2018-12-24,Wikipedia Nasdaq-100 changes table,145.13999938964844,0.0,0.5,2,0.5745512715469978,0,3.990528850918168
Nasdaq-100 Top2 PIT membership,2,2022-01-31,2022-02-01,SELL,AMD,Advanced Micro Devices,2018-12-24,Wikipedia Nasdaq-100 changes table,116.75,0.5,0.0,,,,3.235157599898278
Nasdaq-100 Top2 PIT membership,2,2022-01-31,2022-02-01,BUY,DDOG,Datadog,2021-12-20,Wikipedia Nasdaq-100 changes table,147.88999938964844,0.0,0.5,1,0.6028845030747563,0,3.235157599898278
Nasdaq-100 Top2 PIT membership,2,2022-02-28,2022-03-01,SELL,DDOG,Datadog,2021-12-20,Wikipedia Nasdaq-100 changes table,160.24000549316406,0.5,0.0,,,,3.2635972906066444
Nasdaq-100 Top2 PIT membership,2,2022-02-28,2022-03-01,BUY,PCAR,Paccar,,No add date found; assumed already member before test window,52.17555364575536,0.0,0.5,2,0.15738728090321796,3,3.2635972906066444
Nasdaq-100 Top2 PIT membership,2,2022-03-31,2022-04-01,SELL,PCAR,Paccar,,No add date found; assumed already member before test window,50.52171530423361,0.5,0.0,,,,3.5937307553634326
Nasdaq-100 Top2 PIT membership,2,2022-03-31,2022-04-01,SELL,TSLA,"Tesla, Inc.",2013-07-15,Wikipedia Nasdaq-100 changes table,360.3833312988281,0.5,0.0,,,,3.5937307553634326
Nasdaq-100 Top2 PIT membership,2,2022-03-31,2022-04-01,BUY,QCOM,Qualcomm,,No add date found; assumed already member before test window,138.63044940793944,0.0,0.5,1,0.322674315264714,1,3.5937307553634326
Nasdaq-100 Top2 PIT membership,2,2022-03-31,2022-04-01,BUY,MU,Micron Technology,2010-12-20,Wikipedia Nasdaq-100 changes table,76.6803668137586,0.0,0.5,2,0.31585584342246875,1,3.5937307553634326
Nasdaq-100 Top2 PIT membership,2,2022-04-29,2022-05-02,SELL,MU,Micron Technology,2010-12-20,Wikipedia Nasdaq-100 changes table,66.7305317350173,0.5,0.0,,,,3.2282980588939707
Nasdaq-100 Top2 PIT membership,2,2022-04-29,2022-05-02,SELL,QCOM,Qualcomm,,No add date found; assumed already member before test window,128.28382000342376,0.5,0.0,,,,3.2282980588939707
Nasdaq-100 Top2 PIT membership,2,2022-04-29,2022-05-02,BUY,VRTX,Vertex Pharmaceuticals,,No add date found; assumed already member before test window,264.1499938964844,0.0,0.5,1,0.40945048908610926,2,3.2282980588939707
Nasdaq-100 Top2 PIT membership,2,2022-04-29,2022-05-02,BUY,EXC,Exelon,2019-11-21,Wikipedia Nasdaq-100 changes table,40.59631949077061,0.0,0.5,2,0.2746548901370456,2,3.2282980588939707
Nasdaq-100 Top2 PIT membership,2,2022-05-31,2022-06-01,SELL,EXC,Exelon,2019-11-21,Wikipedia Nasdaq-100 changes table,43.180784743506,0.5,0.0,,,,3.4034200243754658
Nasdaq-100 Top2 PIT membership,2,2022-05-31,2022-06-01,BUY,KHC,Kraft Heinz,2015-07-02,Wikipedia Nasdaq-100 changes table,31.451639582367648,0.0,0.5,2,0.23868186076051345,1,3.4034200243754658
Nasdaq-100 Top2 PIT membership,2,2022-06-30,2022-07-01,SELL,KHC,Kraft Heinz,2015-07-02,Wikipedia Nasdaq-100 changes table,31.634162822619118,0.5,0.0,,,,3.4479580322309777
Nasdaq-100 Top2 PIT membership,2,2022-06-30,2022-07-01,BUY,EXC,Exelon,2019-11-21,Wikipedia Nasdaq-100 changes table,39.42972562810287,0.0,0.5,1,0.23527330696732052,2,3.4479580322309777
Nasdaq-100 Top2 PIT membership,2,2022-07-29,2022-08-01,SELL,EXC,Exelon,2019-11-21,Wikipedia Nasdaq-100 changes table,40.48525374405027,0.5,0.0,,,,3.494919785351073
Nasdaq-100 Top2 PIT membership,2,2022-07-29,2022-08-01,SELL,VRTX,Vertex Pharmaceuticals,,No add date found; assumed already member before test window,279.7900085449219,0.5,0.0,,,,3.494919785351073
