Symbol,Watchlist Source,Asset Type,Watchlist Note,Dashboard Trading Score,Dashboard Near-Term Score,Dashboard Flag,Dashboard Risk,Next Earnings,Latest Date,Last,Chg%,Trading Score,Trading View,Technical Label,RSI14,MACD,MACD Signal,ADX14,ATR%,EMA8,SMA20,SMA50,SMA200,Nearest Support,Nearest Resistance,Entry Plan,Entry Zone,Entry Trigger,Stop,Target 1,Target 2,Score Error,Investment Score,Investment View,Investment Note
OPEN,etrade,,,71.8,63.2,HOLD,Medium,2026-08-06,2026-05-29,5.0400,-0.59,40.0,Avoid short-term,Bearish,55.7,-0.07,-0.12,16.0,6.96,4.76,4.80,4.90,6.06,4.98,5.01,Reclaim entry,4.90-5.08,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,4.38,5.95,6.66,,41.0,Speculative / avoid new,"Final stance: HOLD. OPEN closed at 5.04 on 2026 05 29, with a one day return of 0.59% and a 30 calendar day TradingAgents window return of 6.32%."
PLTR,etrade,,,81.3,75.3,HOLD,Medium,2026-08-03,2026-05-29,156.5400,9.21,63.0,Weak / neutral,Neutral,67.4,0.48,-1.41,14.4,4.21,141.51,137.81,141.79,161.78,148.83,157.15,Pullback entry,145.54-150.48,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,135.21,173.62,186.42,,60.0,Hold / watch,"Final stance: HOLD. PLTR closed at 156.54 on 2026 05 29, with a one day return of 9.21% and a 30 calendar day TradingAgents window return of 12.53%."
QLD,etrade,,,80.0,73.0,HOLD,Medium-high,,2026-05-29,98.4600,0.69,97.0,Strong trade,Bullish,76.8,5.12,5.04,37.2,2.61,95.23,91.13,78.11,71.25,90.73,99.57,Pullback entry,89.85-91.77,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,75.54,121.35,136.62,,55.0,Hold / watch,"Final stance: HOLD. QLD closed at 98.46 on 2026 05 29, with a one day return of 0.69% and a 30 calendar day TradingAgents window return of 21.48%."
QTUM,etrade,,,89.6,79.9,HOLD,Medium,,2026-05-29,159.7500,0.43,97.0,Strong trade,Bullish,73.7,7.70,6.92,34.6,2.55,154.27,146.70,129.78,114.05,146.52,160.99,Pullback entry,144.66-147.72,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,125.71,187.16,207.65,,55.0,Hold / watch,"Final stance: HOLD. QTUM closed at 159.75 on 2026 05 29, with a one day return of 0.43% and a 30 calendar day TradingAgents window return of 19.19%."
RKLB,etrade,,,95.0,79.9,BUY,High,2026-08-06,2026-05-29,143.4800,-3.07,93.0,Strong trade,Bullish,67.8,16.54,14.76,43.4,7.33,138.83,118.09,91.25,69.12,134.05,151.00,Pullback entry,128.79-136.68,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,80.73,236.74,288.74,,41.0,Speculative / avoid new,"Final stance: BUY. RKLB closed at 143.48 on 2026 05 29, with a one day return of 3.07% and a 30 calendar day TradingAgents window return of 73.89%."
RKT,etrade,,,62.6,60.5,HOLD,Medium,2026-07-30,2026-05-29,14.5100,0.76,49.0,Weak / neutral,Neutral,51.5,-0.23,-0.34,13.7,5.26,14.13,14.13,14.61,17.59,14.12,14.68,Pullback entry,13.86-14.43,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,13.48,15.67,16.44,,55.0,Hold / watch,"Final stance: HOLD. RKT closed at 14.51 on 2026 05 29, with a one day return of 0.76% and a 30 calendar day TradingAgents window return of 0.75%."
SHLD,etrade,,,62.5,62.6,HOLD,Medium,,2026-05-29,67.5300,-0.57,57.0,Weak / neutral,Neutral,53.1,-0.85,-1.50,32.5,1.96,66.09,65.56,69.35,68.69,67.96,68.10,Pullback entry,65.69-66.68,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,65.03,68.83,70.15,,63.0,Hold / watch,"Final stance: HOLD. SHLD closed at 67.53 on 2026 05 29, with a one day return of 0.57% and a 30 calendar day TradingAgents window return of 1.0%."
SMH,etrade,,,57.8,57.8,HOLD,Medium,,2026-05-29,598.9300,-0.15,92.0,Strong trade,Bullish,70.9,30.48,30.42,35.3,3.12,585.42,561.79,484.73,388.28,559.28,613.69,Pullback entry,552.44-566.46,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,466.04,746.29,839.70,,84.0,Buy / accumulate,"Long-term buy, wait for better short-term setup; Watch for pullback; risk Medium. Trading score 57.8, investment score 84.0."
SNDK,etrade,,,23.7,3.7,HOLD,High,2026-08-24,2026-05-29,1694.9800,3.25,90.0,Strong trade,Bullish,72.2,153.69,147.12,42.5,6.45,1564.96,1452.22,1078.61,488.24,1433.56,1709.30,Pullback entry,1397.60-1479.54,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,969.35,2377.01,2846.23,,70.0,Buy / accumulate,"Avoid near-term trade; No short-term entry; risk High. Trading score 23.7, investment score 70.0."
SOFI,etrade,,,81.6,74.1,HOLD,Medium,2026-07-28,2026-05-29,18.2200,7.37,58.0,Weak / neutral,Neutral,64.0,-0.09,-0.36,19.4,4.84,16.57,16.05,16.71,23.21,17.76,18.59,Pullback entry,17.31-17.98,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,15.83,21.28,23.09,,55.0,Hold / watch,"Final stance: HOLD. SOFI closed at 18.22 on 2026 05 29, with a one day return of 7.37% and a 30 calendar day TradingAgents window return of 13.17%."
TSLA,etrade,,,92.1,78.9,HOLD,Medium,2026-07-22,2026-05-29,435.7900,-1.43,89.0,Strong trade,Bullish,60.0,12.07,11.37,21.3,3.44,431.42,421.39,391.80,412.13,419.87,436.35,Pullback entry,413.90-425.14,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,376.81,504.94,547.64,,45.0,Speculative / avoid new,"Final stance: HOLD. TSLA closed at 435.79 on 2026 05 29, with a one day return of 1.43% and a 30 calendar day TradingAgents window return of 14.19%."
URA,etrade,,,60.0,58.6,SELL,Medium,,2026-05-29,50.7600,0.02,52.0,Avoid short-term,Bearish,46.9,-0.99,-0.82,15.0,4.32,50.38,52.30,51.83,48.44,49.49,50.71,Reclaim entry,52.30-53.40,Wait for a daily close back above SMA20/SMA50 with MACD above signal before considering a long.,49.02,58.88,63.26,,55.0,Hold / watch,"Final stance: SELL. URA closed at 50.76 on 2026 05 29, with a one day return of 0.02% and a 30 calendar day TradingAgents window return of 10.03%."
VRSN,etrade,,,80.2,79.6,HOLD,Medium,2026-07-23,2026-05-29,285.3800,-3.63,65.0,Watch / constructive,Neutral,48.1,7.56,9.23,30.1,2.90,296.52,291.23,273.57,256.20,281.99,313.31,Pullback entry,277.86-284.06,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,265.31,312.48,327.90,,78.0,Buy / accumulate,"Final stance: HOLD. VRSN closed at 285.38 on 2026 05 29, with a one day return of 3.63% and a 30 calendar day TradingAgents window return of 6.5%."
POWL,local,Stock,Added manually to dashboard watchlist.,68.7,68.7,HOLD,High,2026-06-16,2026-05-29,284.4200,-1.55,65.0,Watch / constructive,Neutral,54.7,9.62,12.94,31.3,6.09,285.60,290.27,245.89,154.79,276.71,297.06,Pullback entry,271.08-284.08,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,228.56,375.63,424.65,,79.0,Buy / accumulate,"Selective trade / watch entry; 3-10 trading days; risk High. Trading score 68.7, investment score 79.0."
EUV,local,ETF,Added manually to dashboard watchlist.,64.0,61.5,HOLD,Medium-high,,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError: Only 0 indicator-ready rows,55.0,Hold / watch,"Final stance: HOLD. EUV closed at 27.02 on 2026 05 29, with a one day return of 0.92% and a 30 calendar day TradingAgents window return of 2.0%."
MSFT,local,,Added from dashboard on-demand runner.,75.3,76.1,HOLD,Medium,2026-06-10,2026-05-29,450.2400,5.45,67.0,Watch / constructive,Neutral,70.1,6.04,4.26,18.9,2.61,425.55,416.97,402.06,456.42,436.74,450.33,Pullback entry,430.87-439.67,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,390.32,525.15,570.10,,78.0,Buy / accumulate,"Final stance: HOLD. MSFT closed at 450.24 on 2026 05 29, with a one day return of 5.45% and a 30 calendar day TradingAgents window return of 10.65%."
MRVL,local,,Added from dashboard on-demand runner.,90.0,84.4,HOLD,Medium,2026-08-27,2026-05-29,205.0000,0.08,100.0,Strong trade,Bullish,69.5,15.80,14.68,45.2,5.98,196.42,180.41,146.66,98.37,180.56,216.47,Pullback entry,174.57-183.77,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,134.40,268.72,313.49,,70.0,Buy / accumulate,"Final stance: HOLD. MRVL closed at 205.00 on 2026 05 29, with a one day return of 0.08% and a 30 calendar day TradingAgents window return of 24.13%."
AMD,local,,Added from dashboard watchlist button.,74.0,74.0,HOLD,Medium-high,2026-08-04,2026-05-29,516.1000,-0.38,92.0,Strong trade,Bullish,76.0,49.86,46.91,47.8,5.04,484.80,440.11,328.15,237.58,437.68,530.18,Pullback entry,427.09-446.61,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,302.11,706.33,841.07,,78.0,Buy / accumulate,"Selective trade / watch entry; 3-10 trading days; risk Medium-high. Trading score 74.0, investment score 78.0."
CRM,local,,Added from dashboard on-demand runner.,79.1,78.8,HOLD,Medium,2026-09-02,2026-05-29,191.1000,8.47,57.0,Weak / neutral,Neutral,60.5,-0.00,-1.22,11.2,4.32,180.52,179.03,180.68,220.57,189.62,191.39,Pullback entry,185.48-191.68,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,172.41,220.92,237.09,,78.0,Buy / accumulate,"Final stance: HOLD. CRM closed at 191.10 on 2026 05 29, with a one day return of 8.47% and a 30 calendar day TradingAgents window return of 8.25%."
IREN,local,Stock,Added manually to dashboard watchlist.,95.0,85.2,BUY,High,2026-08-27,2026-05-29,63.5400,-0.80,93.0,Strong trade,Bullish,60.4,4.02,3.27,25.2,7.79,60.52,56.41,47.77,45.69,56.25,64.60,Pullback entry,53.93-57.64,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,42.82,81.73,94.70,,60.0,Hold / watch,"Final stance: BUY. IREN closed at 63.54 on 2026 05 29, with a one day return of 0.8% and a 30 calendar day TradingAgents window return of 39.62%."
FIGR,local,Stock,Added manually to dashboard watchlist.,67.4,68.1,HOLD,High,2026-08-13,,,,,,,,,,,,,,,,,,,,,,,,RuntimeError: Only 0 indicator-ready rows,70.0,Buy / accumulate,"Final stance: HOLD. FIGR closed at 35.35 on 2026 05 29, with a one day return of 1.79% and a 30 calendar day TradingAgents window return of 0.71%."
APLD,local,,Added from dashboard watchlist button.,95.0,79.9,BUY,High,2026-07-29,2026-05-29,47.2800,-4.77,93.0,Strong trade,Bullish,60.0,3.65,3.41,31.0,8.44,46.14,42.98,34.38,29.24,42.72,47.79,Pullback entry,40.98-43.98,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,30.39,66.66,78.75,,41.0,Speculative / avoid new,"Final stance: BUY. APLD closed at 47.28 on 2026 05 29, with a one day return of 4.77% and a 30 calendar day TradingAgents window return of 38.04%."
TSSI,local,,Added from dashboard watchlist button.,88.8,81.6,BUY,High,2026-08-06,2026-05-29,16.4800,21.71,92.0,Strong trade,Bullish,65.7,-0.04,-0.39,25.7,8.50,13.33,13.01,13.45,12.69,13.60,17.28,Pullback entry,12.90-13.95,Buy only after price holds the zone and closes back above the prior day's high or EMA8.,12.05,17.28,17.63,,63.0,Hold / watch,"Final stance: BUY. TSSI closed at 16.48 on 2026 05 29, with a one day return of 21.71% and a 30 calendar day TradingAgents window return of 7.57%."
