rank_drawdown,variant,mode,sma_window,exit_buffer_pct,reentry_buffer_pct,unit_exposure,max_exposure,dca,add1_drop,add2_drop,sell_profit,max_extra_days,net_return_pct,cagr_pct,max_drawdown_pct,calmar,sharpe,return_2022_pct,drawdown_2022_pct,cash_days_pct,avg_exposure,days_above_1x_pct,trade_events,dca_events,base_rotation_return_pct,base_rotation_max_drawdown_pct,soxl_only_return_pct,soxl_only_max_drawdown_pct
460,selected_and_qqq_cash; SMA220; exit below SMA-2%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,220,2.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,4083.6,26.47,-35.33,0.749,1.0,-19.04,-19.04,23.6,0.382,0.0,94,0,775116.8,-79.24,41069.8,-66.18
461,selected_and_qqq_cash; SMA200; exit below SMA-3%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,200,3.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,3851.11,26.01,-35.33,0.736,0.99,-16.98,-16.98,23.97,0.38,0.0,95,0,775116.8,-79.24,41069.8,-66.18
462,selected_and_qqq_cash; SMA220; exit below SMA-1%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,220,1.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,3690.58,25.68,-35.33,0.727,0.98,-19.04,-19.04,23.8,0.381,0.0,98,0,775116.8,-79.24,41069.8,-66.18
463,selected_and_qqq_cash; SMA200; exit below SMA-1%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,200,1.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,3671.08,25.64,-35.33,0.726,0.99,-16.98,-16.98,24.65,0.377,0.0,101,0,775116.8,-79.24,41069.8,-66.18
464,selected_and_qqq_cash; SMA200; exit below SMA-2%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,200,2.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,3583.8,25.46,-35.33,0.721,0.98,-16.98,-16.98,24.15,0.379,0.0,97,0,775116.8,-79.24,41069.8,-66.18
465,selected_and_qqq_cash; SMA180; exit below SMA-3%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,180,3.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,3553.53,25.39,-35.33,0.719,0.96,-16.98,-16.98,21.18,0.394,0.0,110,0,775116.8,-79.24,41069.8,-66.18
466,selected_and_qqq_cash; SMA220; exit below SMA-0%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,220,0.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,3450.27,25.17,-35.33,0.712,0.97,-16.98,-16.98,24.43,0.378,0.0,104,0,775116.8,-79.24,41069.8,-66.18
467,selected_and_qqq_cash; SMA220; exit below SMA-2%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,220,2.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,3222.83,24.65,-35.33,0.698,0.96,-19.04,-19.04,26.0,0.37,0.0,89,0,775116.8,-79.24,41069.8,-66.18
468,selected_and_qqq_cash; SMA220; exit below SMA-1%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,220,1.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,2910.67,23.88,-35.33,0.676,0.94,-19.04,-19.04,26.2,0.369,0.0,93,0,775116.8,-79.24,41069.8,-66.18
469,selected_and_qqq_cash; SMA220; exit below SMA-0%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,220,0.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,2639.86,23.14,-35.33,0.655,0.92,-16.98,-16.98,27.12,0.364,0.0,97,0,775116.8,-79.24,41069.8,-66.18
470,qqq_sma_cash; SMA120; exit below SMA-0%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,120,0.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,1357.27,18.35,-35.33,0.519,0.8,-15.96,-15.96,33.88,0.331,0.0,109,0,775116.8,-79.24,41069.8,-66.18
471,selected_and_qqq_cash; SMA250; exit below SMA-2%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,250,2.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,4259.19,26.79,-35.35,0.758,1.01,-19.04,-19.04,23.12,0.384,0.0,97,0,775116.8,-79.24,41069.8,-66.18
472,selected_and_qqq_cash; SMA200; exit below SMA-1%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,200,1.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,2175.21,21.71,-35.35,0.614,0.88,-16.98,-16.98,27.75,0.361,0.0,98,0,775116.8,-79.24,41069.8,-66.18
473,selected_and_qqq_cash; SMA120; exit below SMA-1%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,120,1.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,1350.42,18.32,-35.37,0.518,0.81,-11.3,-11.3,35.33,0.323,0.0,108,0,775116.8,-79.24,41069.8,-66.18
474,selected_and_qqq_cash; SMA100; exit below SMA-1%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,100,1.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,2507.97,22.76,-35.39,0.643,0.92,-18.49,-18.49,24.65,0.377,0.0,194,0,775116.8,-79.24,41069.8,-66.18
475,selected_and_qqq_cash; SMA120; exit below SMA-0%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,120,0.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,2381.35,22.38,-35.39,0.632,0.9,-17.58,-17.58,24.35,0.378,0.0,220,0,775116.8,-79.24,41069.8,-66.18
476,selected_or_qqq_cash; SMA120; exit below SMA-0%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,120,0.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,5934.17,29.41,-35.4,0.831,1.06,-23.55,-23.55,17.15,0.414,0.0,185,0,775116.8,-79.24,41069.8,-66.18
477,selected_or_qqq_cash; SMA120; exit below SMA-0%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,120,0.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,5845.15,29.29,-35.4,0.827,1.06,-22.39,-22.39,18.7,0.406,0.0,149,0,775116.8,-79.24,41069.8,-66.18
478,qqq_sma_cash; SMA300; exit below SMA-0%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,300,0.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,4185.31,26.66,-35.4,0.753,0.95,-30.62,-30.62,17.18,0.414,0.0,105,0,775116.8,-79.24,41069.8,-66.18
479,qqq_sma_cash; SMA120; exit below SMA-0%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,120,0.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,3798.6,25.91,-35.4,0.732,0.98,-26.18,-26.18,18.93,0.405,0.0,203,0,775116.8,-79.24,41069.8,-66.18
480,qqq_sma_cash; SMA120; exit below SMA-0%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,120,0.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,3417.12,25.09,-35.4,0.709,0.96,-19.76,-19.76,20.85,0.396,0.0,163,0,775116.8,-79.24,41069.8,-66.18
481,selected_or_qqq_cash; SMA100; exit below SMA-2%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,100,2.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,6186.57,29.75,-35.42,0.84,1.07,-20.46,-20.46,19.6,0.402,0.0,106,0,775116.8,-79.24,41069.8,-66.18
482,qqq_sma_cash; SMA180; exit below SMA-0%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,180,0.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,8823.1,32.64,-35.44,0.921,1.13,-14.15,-14.15,15.8,0.421,0.0,156,0,775116.8,-79.24,41069.8,-66.18
483,selected_or_qqq_cash; SMA180; exit below SMA-0%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,180,0.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,8538.45,32.37,-35.44,0.913,1.11,-27.23,-27.23,15.02,0.425,0.0,149,0,775116.8,-79.24,41069.8,-66.18
484,selected_sma_cash; SMA200; exit below SMA-0%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,200,0.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,5907.94,29.38,-35.44,0.829,1.06,-24.81,-24.81,20.25,0.399,0.0,126,0,775116.8,-79.24,41069.8,-66.18
485,selected_sma_else_other; SMA150; exit below SMA-0%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,150,0.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,2673.35,23.24,-35.44,0.656,0.91,-19.41,-19.41,24.7,0.377,0.0,143,0,775116.8,-79.24,41069.8,-66.18
486,selected_or_qqq_cash; SMA100; exit below SMA-1%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,100,1.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,4603.63,27.4,-35.45,0.773,1.01,-25.77,-25.77,20.45,0.398,0.0,126,0,775116.8,-79.24,41069.8,-66.18
487,qqq_sma_cash; SMA120; exit below SMA-1%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,120,1.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,3033.75,24.19,-35.45,0.682,0.94,-20.54,-20.54,24.45,0.378,0.0,110,0,775116.8,-79.24,41069.8,-66.18
488,selected_sma_else_other; SMA150; exit below SMA-0%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,150,0.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,2883.0,23.8,-35.45,0.672,0.92,-19.41,-19.41,24.3,0.379,0.0,145,0,775116.8,-79.24,41069.8,-66.18
489,qqq_sma_cash; SMA300; exit below SMA-1%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,300,1.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,6538.2,30.19,-35.46,0.851,1.04,-30.69,-30.69,16.15,0.419,0.0,98,0,775116.8,-79.24,41069.8,-66.18
490,selected_and_qqq_cash; SMA100; exit below SMA-1%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,100,1.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,341.2,9.78,-35.46,0.276,0.54,-8.3,-8.74,51.08,0.245,0.0,86,0,775116.8,-79.24,41069.8,-66.18
491,selected_sma_else_other; SMA300; exit below SMA-3%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,300,3.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,3539.31,25.36,-35.47,0.715,0.96,-34.78,-34.78,25.1,0.374,0.0,114,0,775116.8,-79.24,41069.8,-66.18
492,selected_or_qqq_cash; SMA150; exit below SMA-5%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,150,5.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,8405.09,32.24,-35.48,0.909,1.11,-19.04,-19.04,17.45,0.413,0.0,91,0,775116.8,-79.24,41069.8,-66.18
493,selected_sma_cash; SMA150; exit below SMA-0%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,150,0.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,5854.4,29.3,-35.48,0.826,1.07,-19.32,-19.32,20.4,0.398,0.0,177,0,775116.8,-79.24,41069.8,-66.18
494,selected_and_qqq_cash; SMA150; exit below SMA-0%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,150,0.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,4795.16,27.72,-35.48,0.781,1.04,-11.3,-11.3,21.35,0.393,0.0,181,0,775116.8,-79.24,41069.8,-66.18
495,qqq_sma_cash; SMA150; exit below SMA-5%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,150,5.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,4206.59,26.7,-35.48,0.752,0.99,-19.04,-19.04,23.75,0.381,0.0,88,0,775116.8,-79.24,41069.8,-66.18
496,qqq_sma_cash; SMA150; exit below SMA-7%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,150,7.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,3895.17,26.1,-35.48,0.736,0.96,-23.17,-23.17,19.93,0.4,0.0,91,0,775116.8,-79.24,41069.8,-66.18
497,selected_sma_else_other; SMA120; exit below SMA-3%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,120,3.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,3001.88,24.11,-35.53,0.679,0.93,-28.13,-28.13,23.35,0.383,0.0,147,0,775116.8,-79.24,41069.8,-66.18
498,selected_sma_else_other; SMA120; exit below SMA-3%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,120,3.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,3040.82,24.21,-35.56,0.681,0.93,-27.27,-27.27,23.0,0.385,0.0,150,0,775116.8,-79.24,41069.8,-66.18
499,selected_and_qqq_cash; SMA150; exit below SMA-3%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,150,3.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,4166.28,26.62,-35.57,0.749,1.01,-11.3,-11.3,22.82,0.386,0.0,112,0,775116.8,-79.24,41069.8,-66.18
500,selected_sma_cash; SMA120; exit below SMA-1%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,120,1.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,4174.19,26.64,-35.58,0.749,1.01,-14.36,-14.36,21.98,0.39,0.0,174,0,775116.8,-79.24,41069.8,-66.18
501,selected_sma_else_other; SMA100; exit below SMA-5%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,100,5.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,1910.04,20.77,-35.58,0.584,0.85,-22.45,-22.45,26.9,0.365,0.0,123,0,775116.8,-79.24,41069.8,-66.18
502,selected_and_qqq_cash; SMA150; exit below SMA-3%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,150,3.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,2693.04,23.29,-35.59,0.654,0.93,-11.3,-11.3,27.8,0.361,0.0,98,0,775116.8,-79.24,41069.8,-66.18
503,selected_or_qqq_cash; SMA100; exit below SMA-3%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,100,3.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,6035.14,29.55,-35.64,0.829,1.06,-25.32,-25.32,19.78,0.401,0.0,98,0,775116.8,-79.24,41069.8,-66.18
504,selected_sma_cash; SMA120; exit below SMA-2%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,120,2.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,4449.88,27.14,-35.64,0.761,1.02,-15.38,-15.38,22.18,0.389,0.0,148,0,775116.8,-79.24,41069.8,-66.18
505,selected_and_qqq_cash; SMA120; exit below SMA-2%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,120,2.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,2867.58,23.76,-35.64,0.667,0.93,-15.38,-15.38,23.3,0.384,0.0,146,0,775116.8,-79.24,41069.8,-66.18
506,selected_and_qqq_cash; SMA250; exit below SMA-3%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,250,3.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,5518.11,28.83,-35.66,0.809,1.04,-33.29,-33.29,18.98,0.405,0.0,114,0,775116.8,-79.24,41069.8,-66.18
507,selected_and_qqq_cash; SMA250; exit below SMA-2%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,250,2.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,4772.08,27.68,-35.66,0.776,1.01,-33.29,-33.29,19.25,0.404,0.0,124,0,775116.8,-79.24,41069.8,-66.18
508,selected_sma_else_other; SMA180; exit below SMA-1%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,180,1.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,3211.2,24.62,-35.66,0.69,0.95,-19.41,-19.41,25.8,0.371,0.0,106,0,775116.8,-79.24,41069.8,-66.18
509,selected_or_qqq_cash; SMA150; exit below SMA-2%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,150,2.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,9015.11,32.81,-35.67,0.92,1.12,-23.0,-23.0,14.92,0.425,0.0,108,0,775116.8,-79.24,41069.8,-66.18
510,qqq_sma_cash; SMA150; exit below SMA-2%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,150,2.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,7869.3,31.7,-35.67,0.889,1.11,-19.16,-19.16,15.78,0.421,0.0,105,0,775116.8,-79.24,41069.8,-66.18
511,qqq_sma_cash; SMA100; exit below SMA-0%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,100,0.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,1263.81,17.86,-35.69,0.5,0.78,-15.48,-15.48,28.4,0.358,0.0,133,0,775116.8,-79.24,41069.8,-66.18
512,qqq_sma_cash; SMA180; exit below SMA-2%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,180,2.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,7313.08,31.1,-35.7,0.871,1.09,-19.04,-19.04,16.95,0.415,0.0,95,0,775116.8,-79.24,41069.8,-66.18
513,selected_sma_else_other; SMA150; exit below SMA-2%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,150,2.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,3911.6,26.13,-35.7,0.732,0.98,-23.04,-23.04,22.35,0.388,0.0,142,0,775116.8,-79.24,41069.8,-66.18
514,selected_and_qqq_cash; SMA250; exit below SMA-0%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,250,0.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,3859.96,26.03,-35.7,0.729,0.99,-19.04,-19.04,23.65,0.382,0.0,107,0,775116.8,-79.24,41069.8,-66.18
515,qqq_sma_cash; SMA150; exit below SMA-3%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,150,3.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,7623.25,31.44,-35.71,0.88,1.1,-16.98,-16.98,16.9,0.415,0.0,95,0,775116.8,-79.24,41069.8,-66.18
516,selected_or_qqq_cash; SMA150; exit below SMA-2%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,150,2.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,7302.89,31.09,-35.71,0.871,1.09,-16.98,-16.98,17.5,0.412,0.0,99,0,775116.8,-79.24,41069.8,-66.18
517,qqq_sma_cash; SMA100; exit below SMA-3%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,100,3.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,2654.73,23.19,-35.73,0.649,0.91,-25.32,-25.32,26.6,0.367,0.0,95,0,775116.8,-79.24,41069.8,-66.18
518,selected_sma_else_other; SMA300; exit below SMA-1%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,300,1.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,4509.26,27.24,-35.74,0.762,1.02,-30.35,-30.35,26.8,0.366,0.0,104,0,775116.8,-79.24,41069.8,-66.18
519,selected_or_qqq_cash; SMA120; exit below SMA-2%; reenter above SMA+5%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,120,2.0,5.0,0.5,1.0,False,0.1,0.2,0.2,20,6034.08,29.55,-35.75,0.827,1.07,-21.48,-21.48,20.45,0.398,0.0,98,0,775116.8,-79.24,41069.8,-66.18
520,selected_sma_cash; SMA100; exit below SMA-1%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,100,1.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,3780.97,25.87,-35.79,0.723,1.0,-21.15,-21.15,23.65,0.382,0.0,169,0,775116.8,-79.24,41069.8,-66.18
521,selected_and_qqq_cash; SMA100; exit below SMA-1%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,100,1.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,2797.31,23.58,-35.79,0.659,0.95,-18.49,-18.49,26.22,0.369,0.0,169,0,775116.8,-79.24,41069.8,-66.18
522,qqq_sma_cash; SMA300; exit below SMA-0%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,300,0.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,5127.05,28.25,-35.8,0.789,0.98,-30.46,-30.46,14.35,0.428,0.0,120,0,775116.8,-79.24,41069.8,-66.18
523,selected_or_qqq_cash; SMA200; exit below SMA-0%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,200,0.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,8586.64,32.41,-35.82,0.905,1.11,-27.0,-27.0,14.55,0.427,0.0,153,0,775116.8,-79.24,41069.8,-66.18
524,qqq_sma_cash; SMA200; exit below SMA-0%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,200,0.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,7716.63,31.54,-35.82,0.88,1.09,-27.0,-27.0,15.02,0.425,0.0,157,0,775116.8,-79.24,41069.8,-66.18
525,selected_sma_cash; SMA250; exit below SMA-1%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,250,1.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,4471.85,27.17,-35.85,0.758,0.99,-31.56,-31.56,18.85,0.406,0.0,144,0,775116.8,-79.24,41069.8,-66.18
526,selected_sma_else_other; SMA250; exit below SMA-1%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,250,1.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,3735.7,25.78,-35.85,0.719,0.97,-31.56,-31.56,24.5,0.378,0.0,137,0,775116.8,-79.24,41069.8,-66.18
527,selected_and_qqq_cash; SMA100; exit below SMA-0%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,100,0.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,236.29,7.93,-35.85,0.221,0.47,-8.74,-8.74,55.45,0.223,0.0,86,0,775116.8,-79.24,41069.8,-66.18
528,selected_sma_cash; SMA220; exit below SMA-0%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,220,0.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,4847.39,27.81,-35.87,0.775,1.03,-20.72,-20.72,22.5,0.388,0.0,106,0,775116.8,-79.24,41069.8,-66.18
529,selected_sma_else_other; SMA220; exit below SMA-0%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,220,0.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,4008.5,26.32,-35.87,0.734,1.0,-20.72,-20.72,27.05,0.365,0.0,101,0,775116.8,-79.24,41069.8,-66.18
530,selected_and_qqq_cash; SMA300; exit below SMA-2%; reenter above SMA+7%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,300,2.0,7.0,0.5,1.0,False,0.1,0.2,0.2,20,4703.57,27.57,-35.89,0.768,1.02,-19.04,-19.04,24.55,0.377,0.0,92,0,775116.8,-79.24,41069.8,-66.18
531,selected_sma_else_other; SMA120; exit below SMA-2%; reenter above SMA+0%; unit=0.50; cap=1.00; dca=False,selected_sma_else_other,120,2.0,0.0,0.5,1.0,False,0.1,0.2,0.2,20,2924.81,23.91,-35.9,0.666,0.93,-22.5,-22.5,23.5,0.383,0.0,167,0,775116.8,-79.24,41069.8,-66.18
532,qqq_sma_cash; SMA100; exit below SMA-1%; reenter above SMA+2%; unit=0.50; cap=1.00; dca=False,qqq_sma_cash,100,1.0,2.0,0.5,1.0,False,0.1,0.2,0.2,20,2682.57,23.26,-35.91,0.648,0.92,-23.26,-23.26,23.7,0.382,0.0,128,0,775116.8,-79.24,41069.8,-66.18
533,selected_and_qqq_cash; SMA300; exit below SMA-1%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,300,1.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,5601.85,28.95,-35.95,0.805,1.03,-35.54,-35.54,19.15,0.404,0.0,130,0,775116.8,-79.24,41069.8,-66.18
534,selected_sma_cash; SMA300; exit below SMA-0%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,300,0.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,5504.19,28.81,-35.95,0.801,1.03,-35.54,-35.54,19.25,0.404,0.0,136,0,775116.8,-79.24,41069.8,-66.18
535,selected_sma_cash; SMA300; exit below SMA-1%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,300,1.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,5368.34,28.61,-35.95,0.796,1.02,-35.54,-35.54,19.1,0.405,0.0,132,0,775116.8,-79.24,41069.8,-66.18
536,selected_and_qqq_cash; SMA300; exit below SMA-0%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,300,0.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,4960.51,27.99,-35.95,0.779,1.01,-35.54,-35.54,19.43,0.403,0.0,138,0,775116.8,-79.24,41069.8,-66.18
537,selected_and_qqq_cash; SMA100; exit below SMA-1%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,selected_and_qqq_cash,100,1.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,1546.39,19.26,-35.98,0.535,0.83,-14.95,-14.95,30.0,0.35,0.0,132,0,775116.8,-79.24,41069.8,-66.18
538,selected_or_qqq_cash; SMA100; exit below SMA-1%; reenter above SMA+3%; unit=0.50; cap=1.00; dca=False,selected_or_qqq_cash,100,1.0,3.0,0.5,1.0,False,0.1,0.2,0.2,20,4643.33,27.47,-36.0,0.763,1.02,-19.11,-19.11,21.43,0.393,0.0,120,0,775116.8,-79.24,41069.8,-66.18
539,selected_sma_cash; SMA150; exit below SMA-3%; reenter above SMA+1%; unit=0.50; cap=1.00; dca=False,selected_sma_cash,150,3.0,1.0,0.5,1.0,False,0.1,0.2,0.2,20,6021.48,29.53,-36.02,0.82,1.07,-11.3,-11.3,19.57,0.402,0.0,126,0,775116.8,-79.24,41069.8,-66.18
