snapshot_id,run_date,snapshot_revision,market_session_date,run_type,methodology_version,ticker,rank,rank_delta,market_cap_usd,multi_bagger_score,multi_bagger_score_delta,expectation_valuation_score,expectation_valuation_score_delta,weekly_technical_score,weekly_technical_score_delta,pass_1_score,pass_1_status,pass_1_completion_pct,pass_2_score,pass_2_status,pass_2_completion_pct,pass_3_score,pass_3_status,pass_3_completion_pct,pass_4_score,pass_4_status,pass_4_completion_pct,pass_5_score,pass_5_status,pass_5_completion_pct,pass_6_score,pass_6_status,pass_6_completion_pct,probability_5x_pct,data_confidence,action,thesis_status,entry_zone_hit_status
2026-09-04,2026-09-04,1,2026-09-03,regular_refresh,multi-bagger-v2.2,SSII,20,0,678445925,63,0,40,0,29,-7,92,complete,100,,partial,90,,partial,90,,partial,90,29,complete,100,,partial,90,15,high,NO NEW CAPITAL,intact_with_caveats,no_zone
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,ETN,1,,159574147072,,,,,40,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,40,complete,100,,incomplete,,,medium_high,WAIT — technical stabilization,intact_with_caveats,no_zone
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,ZETA,2,,7814226432,,,,,83,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,83,complete,100,,incomplete,,,medium_high,WATCH — entry confirmation required,intact_with_caveats,above
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,HUBB,3,,24341022720,,,,,25,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,25,complete,100,,incomplete,,,medium_high,WAIT — technical stabilization,intact_with_caveats,no_zone
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,VST,4,,50110337024,,,,,60,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,60,complete,100,,incomplete,,,medium_high,WATCH — entry confirmation required,intact_with_caveats,no_zone
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,FIGR,5,,8068627968,,,,,65,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,65,complete,100,,incomplete,,,low_medium,RESEARCH HOLD — unresolved inputs,under_review,above
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,CRMD,6,,657070656,,,,,77,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,77,complete,100,,incomplete,,,medium_high,WATCH — entry confirmation required,intact_with_caveats,above
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,AXTI,7,,4041932800,,,,,33,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,33,complete,100,,incomplete,,,medium_high,WAIT — technical stabilization,intact_with_caveats,above
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,KTOS,8,,8976833536,,,,,13,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,13,complete,100,,incomplete,,,medium_high,WAIT — technical stabilization,intact_with_caveats,no_zone
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,EVLV,9,,899357056,,,,,17,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,17,complete,100,,incomplete,,,medium_high,WAIT — technical stabilization,intact_with_caveats,hit
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,RKLB,10,,41088552960,,,,,16,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,16,complete,100,,incomplete,,,medium_high,WAIT — technical stabilization,intact_with_caveats,above
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,AVAV,11,,7351491072,,,,,15,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,15,complete,100,,incomplete,,,medium_high,WAIT — technical stabilization,intact_with_caveats,no_zone
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,BKSY,12,,838959360,,,,,8,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,8,complete,100,,incomplete,,,medium,WAIT — technical stabilization,intact_with_caveats,hit
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,GRRR,13,,379356384,,,,,42,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,42,complete,100,,incomplete,,,low_medium,RESEARCH HOLD — unresolved inputs,under_review,hit
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,AMPX,14,,1444737408,,,,,21,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,21,complete,100,,incomplete,,,medium,WAIT — technical stabilization,intact_with_caveats,hit
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,NBIS,15,,61545304064,,,,,70,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,70,complete,100,,incomplete,,,medium_high,WATCH — entry confirmation required,intact_with_caveats,above
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,SSII,16,,683314368,,,,,28,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,28,complete,100,,incomplete,,,medium,WAIT — technical stabilization,intact_with_caveats,no_zone
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,IREN,17,,17606541312,,,,,62,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,62,complete,100,,incomplete,,,medium_high,WATCH — entry confirmation required,intact_with_caveats,above
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,TSSI,18,,237604576,,,,,20,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,20,complete,100,,incomplete,,,medium,WAIT — technical stabilization,intact_with_caveats,above
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,SOUN,19,,2993315840,,,,,26,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,26,complete,100,,incomplete,,,low_medium,RESEARCH HOLD — unresolved inputs,under_review,hit
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,POET,20,,1370620032,,,,,26,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,26,complete,100,,incomplete,,,low_medium,RESEARCH HOLD — unresolved inputs,under_review,no_zone
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,WULF,21,,8237972992,,,,,44,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,44,complete,100,,incomplete,,,medium,WAIT — technical stabilization,intact_with_caveats,above
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,APLD,22,,7497091584,,,,,26,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,26,complete,100,,incomplete,,,medium,WAIT — technical stabilization,intact_with_caveats,above
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,RR,23,,393928384,,,,,49,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,49,complete,100,,incomplete,,,medium,WAIT — technical stabilization,intact_with_caveats,above
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,RZLV,24,,921280272,,,,,18,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,18,complete,100,,incomplete,,,low_medium,AVOID NEW CAPITAL — thesis risk,weakened,below
2026-09-06,2026-09-06,1,2026-09-04,research_rerun,MB25_RESEARCH_V1_20260906,SERV,25,,428768608,,,,,44,,,incomplete,,,incomplete,,,incomplete,,,incomplete,,44,complete,100,,incomplete,,,medium_high,AVOID NEW CAPITAL — thesis risk,weakened,above
